term;tag;value
свободное плавание;PSTV;2.5
несравненно;PSTV;2.5
эпика;PSTV;2.5
наградной;PSTV;2.5
купаться в золоте;PSTV;2.5
друзья;PSTV;2.5
брат;PSTV;2.5
одержать верх;PSTV;2.5
умилять;PSTV;2.5
много сделать;PSTV;2.5
любимая женщина;PSTV;2.5
социальная справедливость;PSTV;2.5
облагородить;PSTV;2.5
по-праздничному;PSTV;2.5
восторженно;PSTV;2.5
великолепие;PSTV;2.5
брильянтовый;PSTV;2.5
живительная сила;PSTV;2.5
подготовленный;PSTV;2.5
нетрудный;PSTV;2.5
драйв;PSTV;2.5
отношения;PSTV;2.5
прекраснодушно;PSTV;2.5
закат;PSTV;2.5
благонадёжный;PSTV;2.5
пряный;PSTV;2.5
обогреваться;PSTV;2.5
настоящая любовь;PSTV;2.5
продукты;PSTV;2.5
кладезь знаний;PSTV;2.5
мастерство;PSTV;2.5
здравомыслие;PSTV;2.5
развлечения;PSTV;2.5
нежное;PSTV;2.5
чувствовать себя счастливым;PSTV;2.5
волшебная ночь;PSTV;2.5
герой;PSTV;2.5
романтично;PSTV;2.5
любящая семья;PSTV;2.5
премия;PSTV;2.5
вкусное;PSTV;2.5
экстраординарно;PSTV;2.5
кинематография;PSTV;2.5
просвещённость;PSTV;2.5
побеждать;PSTV;2.5
обогревание;PSTV;2.5
мандарин;PSTV;2.5
фешенебельность;PSTV;2.5
ауди;PSTV;2.5
умопомрачительность;PSTV;2.5
внучок;PSTV;2.5
горный курорт;PSTV;2.5
рука;PSTV;2.5
диплом;PSTV;2.5
взлёт;PSTV;2.5
невредимость;PSTV;2.5
удачливость;PSTV;2.5
книжки;PSTV;2.5
пироги;PSTV;2.5
живое дерево;PSTV;2.5
осчастливливать;PSTV;2.5
солнышко;PSTV;2.5
дыханье;PSTV;2.5
суперкласс;PSTV;2.5
пушистые;PSTV;2.5
праздник на душе;PSTV;2.5
осчастливить;PSTV;2.5
посчастливиться;PSTV;2.5
большое турне;PSTV;2.5
насладиться;PSTV;2.5
диво;PSTV;2.5
ублажение;PSTV;2.5
олимпийский чемпион;PSTV;2.5
тронуть за душу;PSTV;2.5
пища;PSTV;2.5
курорт;PSTV;2.5
прочувствовать;PSTV;2.5
интересность;PSTV;2.5
законченный;PSTV;2.5
счастья;PSTV;2.5
метафорический;PSTV;2.5
круто;PSTV;2.5
оттянуться;PSTV;2.5
комфортабельный;PSTV;2.5
бархатный;PSTV;2.5
снизить цену;PSTV;2.5
рождаться;PSTV;2.5
вдохновение;PSTV;2.5
семейное;PSTV;2.5
великодушный;PSTV;2.5
вдохновить;PSTV;2.5
волшебство;PSTV;2.5
благодатный;PSTV;2.5
влюбить;PSTV;2.5
бесценность;PSTV;2.5
пленительно;PSTV;2.5
зажить;PSTV;2.5
великолепно;PSTV;2.5
чемпионство;PSTV;2.485714285
лучший;PSTV;2.481481481
отменное здоровье;PSTV;2.48
высококачественный;PSTV;2.48
светлое будущее;PSTV;2.48
второe дыхание;PSTV;2.48
радость;PSTV;2.48
поцелуй;PSTV;2.48
гармония;PSTV;2.48
забота;PSTV;2.48
прекрасное;PSTV;2.48
ангел;PSTV;2.478260869
прекрасный;PSTV;2.478260869
дружище;PSTV;2.478260869
любимая игра;PSTV;2.478260869
счастливая судьба;PSTV;2.478260869
лакомый кусок;PSTV;2.478260869
чувствовать себя как рыба в воде;PSTV;2.4761904759999998
рекорд;PSTV;2.4761904759999998
в зените (успеха/славы);PSTV;2.4761904759999998
второe рождение;PSTV;2.4761904759999998
преотлично;PSTV;2.4761904759999998
живительный;PSTV;2.4761904759999998
всеблагой;PSTV;2.47368421
изумляться;PSTV;2.470588235
излечимый;PSTV;2.470588235
освободиться;PSTV;2.470588235
наивысший расцвет;PSTV;2.470588235
золотое сердце;PSTV;2.470588235
солнца;PSTV;2.470588235
победительный;PSTV;2.470588235
поглаживать;PSTV;2.470588235
смех;PSTV;2.46875
уморительный;PSTV;2.466666666
караоке;PSTV;2.466666666
неустрашимый;PSTV;2.466666666
редуцироваться;PSTV;2.466666666
совершенствоваться;PSTV;2.466666666
ярчайший;PSTV;2.466666666
кошачий;PSTV;2.466666666
вип;PSTV;2.466666666
побольше бы такого;PSTV;2.466666666
посмешить;PSTV;2.466666666
умопомрачение;PSTV;2.466666666
атлетично;PSTV;2.466666666
идеальная семья;PSTV;2.466666666
эволюционировать;PSTV;2.466666666
свободное;PSTV;2.466666666
развеселиться;PSTV;2.466666666
изысканность;PSTV;2.466666666
взаимоотношения;PSTV;2.461538461
верное сердце;PSTV;2.461538461
расчудесный;PSTV;2.461538461
спать;PSTV;2.461538461
упоительный;PSTV;2.461538461
настоящее открытие;PSTV;2.461538461
виза;PSTV;2.461538461
легендарно;PSTV;2.461538461
проникновенно;PSTV;2.461538461
облегчаться;PSTV;2.461538461
развесёлый;PSTV;2.461538461
спасение;PSTV;2.461538461
бизнес-класс;PSTV;2.461538461
бальзам на душу;PSTV;2.461538461
первенец;PSTV;2.461538461
чудесный город;PSTV;2.461538461
плед;PSTV;2.461538461
бодрячок;PSTV;2.461538461
первоклассность;PSTV;2.461538461
артист в своём деле;PSTV;2.461538461
добрые сердца;PSTV;2.461538461
тёплый;PSTV;2.461538461
крепкое здоровье;PSTV;2.461538461
дар богов;PSTV;2.461538461
зачаться;PSTV;2.461538461
фантазм;PSTV;2.461538461
улов;PSTV;2.461538461
удачливо;PSTV;2.461538461
титулованный;PSTV;2.461538461
семейное счастье;PSTV;2.461538461
заплясать;PSTV;2.461538461
абсолютный слух;PSTV;2.461538461
сладко;PSTV;2.461538461
нестандартное мышление;PSTV;2.461538461
непобедимость;PSTV;2.461538461
высший балл;PSTV;2.461538461
любить человека;PSTV;2.461538461
выйти сухим из воды;PSTV;2.461538461
везенье;PSTV;2.461538461
булочная;PSTV;2.461538461
пройти огонь, воду и медные трубы;PSTV;2.461538461
логика;PSTV;2.461538461
благородность;PSTV;2.461538461
духовное возрождение;PSTV;2.461538461
подарить;PSTV;2.461538461
пофантазировать;PSTV;2.461538461
почётный титул;PSTV;2.461538461
весельчак;PSTV;2.461538461
шик;PSTV;2.458333333
свобода;PSTV;2.458333333
разбогатеть;PSTV;2.458333333
одним махом;PSTV;2.4545454540000002
эффектность;PSTV;2.4545454540000002
спелые персики;PSTV;2.4545454540000002
клёвый;PSTV;2.4545454540000002
отопление;PSTV;2.4545454540000002
чувство счастья;PSTV;2.4545454540000002
повезло;PSTV;2.4545454540000002
котэ;PSTV;2.4545454540000002
координация действий;PSTV;2.4545454540000002
умиряться;PSTV;2.4545454540000002
светлый путь;PSTV;2.4545454540000002
Таиланд;PSTV;2.4545454540000002
выигрыш;PSTV;2.4545454540000002
гормонотерапия;PSTV;2.4545454540000002
изобразительное искусство;PSTV;2.4545454540000002
платье;PSTV;2.4545454540000002
обворожить;PSTV;2.4545454540000002
уровень жизни вырос;PSTV;2.4545454540000002
поздравлять;PSTV;2.4545454540000002
гора с плеч;PSTV;2.4545454540000002
мастерица;PSTV;2.4545454540000002
слагаемое;PSTV;2.4545454540000002
внутреннее спокойствие;PSTV;2.4545454540000002
счастливые воспоминания;PSTV;2.4545454540000002
зрение;PSTV;2.4545454540000002
смешное;PSTV;2.4545454540000002
финансовая устойчивость;PSTV;2.4545454540000002
домашние животные;PSTV;2.4545454540000002
производственный цикл;PSTV;2.4545454540000002
красочно;PSTV;2.4545454540000002
подъем сил;PSTV;2.4545454540000002
благотворительный;PSTV;2.4545454540000002
новое открытие;PSTV;2.4545454540000002
красноречиво;PSTV;2.4545454540000002
разрушить стереотипы;PSTV;2.4545454540000002
небесное;PSTV;2.4545454540000002
финансовая грамотность;PSTV;2.4545454540000002
вдохновенно;PSTV;2.4545454540000002
обласкать;PSTV;2.4545454540000002
лучшая жизнь;PSTV;2.4545454540000002
друг за друга;PSTV;2.4545454540000002
козырной;PSTV;2.4545454540000002
ржачный;PSTV;2.4545454540000002
воля;PSTV;2.4545454540000002
презабавно;PSTV;2.4545454540000002
пирожное;PSTV;2.4545454540000002
избранница;PSTV;2.4545454540000002
комильфо;PSTV;2.4545454540000002
храбрость;PSTV;2.4545454540000002
смелый;PSTV;2.4545454540000002
фееричность;PSTV;2.4545454540000002
музыканты;PSTV;2.4545454540000002
ас;PSTV;2.4545454540000002
радостный;PSTV;2.4545454540000002
вылечить;PSTV;2.4545454540000002
снизилась цена;PSTV;2.4545454540000002
любовь матери;PSTV;2.4545454540000002
чувство праздника;PSTV;2.4545454540000002
понизилась цена;PSTV;2.4545454540000002
успешный бизнес;PSTV;2.4545454540000002
разрешать;PSTV;2.4545454540000002
подушка;PSTV;2.4545454540000002
гениальность;PSTV;2.4545454540000002
преосвященный;PSTV;2.4545454540000002
отважно;PSTV;2.4545454540000002
десертный;PSTV;2.4545454540000002
притяжение;PSTV;2.4545454540000002
чувство локтя;PSTV;2.4545454540000002
понимающий;PSTV;2.4545454540000002
классик;PSTV;2.4545454540000002
наторговать;PSTV;2.4545454540000002
убаюкивать;PSTV;2.4545454540000002
неисчерпаемый;PSTV;2.4545454540000002
веротерпимость;PSTV;2.4545454540000002
кардиограмма;PSTV;2.4545454540000002
выносливый;PSTV;2.4545454540000002
пекарня;PSTV;2.4545454540000002
сокровенное;PSTV;2.4545454540000002
по-божески;PSTV;2.4545454540000002
надышаться;PSTV;2.4545454540000002
душевность;PSTV;2.4545454540000002
улыбнуться счастье;PSTV;2.4545454540000002
умнеть;PSTV;2.4545454540000002
дарить;PSTV;2.4545454540000002
просветиться;PSTV;2.4545454540000002
торжественно;PSTV;2.4545454540000002
влюблён;PSTV;2.4545454540000002
доктор наук;PSTV;2.4545454540000002
ясный ум;PSTV;2.4545454540000002
прелестное дитя;PSTV;2.4545454540000002
по-братски;PSTV;2.4545454540000002
высокопродуктивный;PSTV;2.4545454540000002
пес;PSTV;2.4545454540000002
благородные поступки;PSTV;2.4545454540000002
книга;PSTV;2.4545454540000002
полюбить;PSTV;2.4545454540000002
фантазия;PSTV;2.4545454540000002
добрый человек;PSTV;2.4545454540000002
конфетный;PSTV;2.4545454540000002
вечная любовь;PSTV;2.4545454540000002
уютная квартира;PSTV;2.4545454540000002
верный человек;PSTV;2.45
обворожительный;PSTV;2.45
первоклассный;PSTV;2.444444444
материнская любовь;PSTV;2.444444444
сбываться;PSTV;2.444444444
обаять;PSTV;2.444444444
неописуемо;PSTV;2.444444444
богатый урожай;PSTV;2.444444444
уютный дом;PSTV;2.44
свежеиспечённый хлеб;PSTV;2.44
ласковые слова;PSTV;2.44
прекрасный момент;PSTV;2.44
шоколад;PSTV;2.44
великолепный;PSTV;2.44
уют;PSTV;2.44
чувствовать себя как дома;PSTV;2.44
мама;PSTV;2.44
выдающийся;PSTV;2.44
душевная чистота;PSTV;2.44
добро;PSTV;2.44
радужно;PSTV;2.4375
успеть;PSTV;2.4375
обняться;PSTV;2.4375
