term;tag;value;pstv;neut;ngtv;dunno;distortion
аргументированность;PSTV;0.8276;0.6275;0.2549;0.0196;0.098;0.0202
аргументированный;PSTV;0.7734;0.6286;0.2952;0.0286;0.0476;0.0299
аргументировать;NEUT;0.541;0.44;0.39;0.09;0.08;0.1084
арена;NEUT;0.1122;0.2;0.58;0.13;0.09;0.2145
аренда;NEUT;0.1964;0.2549;0.5882;0.0588;0.098;0.0724
арендатор;NEUT;0.1;0.2308;0.6923;0.0385;0.0385;0.0449
арендный;NEUT;0.0;0.0891;0.6634;0.1188;0.1287;0.1559
арендовать;NEUT;0.0172;0.1852;0.7037;0.0;0.1111;0.0
арендодатель;NEUT;0.1;0.1935;0.5806;0.0323;0.1935;0.0376
арест;NGTV;-1.0;0.0385;0.0769;0.7308;0.1538;0.0405
арестование;NGTV;-0.8939;0.1287;0.198;0.5842;0.0891;0.1571
арестовать;NGTV;-0.9;0.0571;0.2286;0.6857;0.0286;0.0619
арестовывать;NGTV;-0.9324;0.0882;0.2059;0.6765;0.0294;0.0997
аристократ;NEUT;0.4851;0.4272;0.4466;0.0388;0.0874;0.0424
аристократически;NEUT;0.4174;0.3663;0.4653;0.0396;0.1287;0.0439
аристократический;NEUT;0.5373;0.4528;0.4057;0.0755;0.066;0.0881
аристократичность;NEUT;0.5315;0.4412;0.402;0.0588;0.098;0.0667
аристократия;NEUT;0.229;0.2385;0.5046;0.1193;0.1376;0.1789
аритмия;NGTV;-0.9;0.087;0.1957;0.587;0.1304;0.0998
арифметически;NEUT;0.0941;0.2;0.61;0.08;0.11;0.112
арктический;NEUT;0.0;0.1538;0.7308;0.0;0.1154;0.0
армеец;NEUT;0.1;0.1786;0.5357;0.0714;0.2143;0.1
армейский;NEUT;0.0;0.1538;0.6923;0.0385;0.1154;0.0481
армия;NEUT;-0.1048;0.1743;0.4862;0.2294;0.1101;0.3068
армрестлинг;NEUT;0.2159;0.21;0.46;0.11;0.22;0.1676
армянин;NEUT;0.0;0.0;1.0;0.0;0.0;0.0
армянка;NEUT;0.0;0.0;1.0;0.0;0.0;0.0
армянский;NEUT;0.0;0.0;1.0;0.0;0.0;0.0
аромат;PSTV;0.6818;0.55;0.33;0.03;0.09;0.0316
ароматерапия;PSTV;0.7353;0.5;0.26;0.07;0.17;0.0798
ароматизация;NEUT;0.3793;0.3366;0.4752;0.0396;0.1485;0.0443
ароматический;NEUT;0.5435;0.5;0.44;0.02;0.04;0.0208
ароматичность;PSTV;0.9;0.6207;0.2069;0.069;0.1034;0.0766
ароматный;PSTV;0.9706;0.7333;0.2;0.0;0.0667;0.0
арочный;NEUT;0.0;0.1111;0.6667;0.037;0.1852;0.0494
арсенал;NEUT;0.0217;0.129;0.4839;0.0645;0.3226;0.0968
артиллерист;NEUT;0.0663;0.1748;0.4757;0.1456;0.2039;0.267
артиллерия;NEUT;-0.1047;0.15;0.51;0.2;0.14;0.2625
артист;PSTV;0.5859;0.495;0.3861;0.0297;0.0891;0.0315
артистически;PSTV;0.7632;0.58;0.28;0.04;0.1;0.0428
артистический;PSTV;0.8056;0.58;0.25;0.08;0.09;0.091
артистичный;PSTV;0.9643;0.72;0.2;0.04;0.04;0.0422
артистка;NEUT;0.1;0.2143;0.6429;0.0357;0.1071;0.0417
артрит;NGTV;-1.0;0.0875;0.1375;0.65;0.125;0.0993
арфа;NEUT;0.3797;0.3611;0.5093;0.0185;0.1111;0.0195
архаический;NEUT;0.025;0.1458;0.5417;0.0625;0.25;0.0893
архаичный;NEUT;-0.0256;0.14;0.4;0.15;0.31;0.2707
археолог;NEUT;0.3226;0.3366;0.5545;0.0;0.1089;0.0
археологический;NEUT;0.0;0.16;0.72;0.0;0.12;0.0
археология;NEUT;0.3824;0.3398;0.4757;0.0874;0.0971;0.1098
архив;NEUT;0.2573;0.26;0.51;0.06;0.17;0.0738
архивирование;NEUT;0.2706;0.28;0.53;0.03;0.16;0.0332
архитектор;NEUT;0.416;0.3883;0.4951;0.0291;0.0874;0.0313
архитектурный;NEUT;0.2258;0.2913;0.6214;0.0485;0.0388;0.0566
асимметрия;NEUT;-0.0806;0.0741;0.7037;0.2222;0.0;0.0988
аскорбинка;PSTV;0.5714;0.48;0.39;0.04;0.09;0.0433
аскорбиновый;NEUT;0.2222;0.26;0.56;0.04;0.14;0.0462
аспирантка;NEUT;0.0455;0.16;0.56;0.04;0.24;0.05
аспирантура;NEUT;0.4252;0.3267;0.4059;0.0594;0.2079;0.0702
аспирин;NEUT;0.3684;0.33;0.48;0.08;0.11;0.0994
ассистент;NEUT;0.4153;0.3564;0.4554;0.0495;0.1386;0.0564
ассистентка;NEUT;0.3049;0.33;0.57;0.04;0.06;0.0448
ассистировать;NEUT;0.5;0.35;0.35;0.03;0.27;0.0326
ассорти;NEUT;0.3571;0.3333;0.5;0.0556;0.1111;0.0648
ассортимент;NEUT;0.2043;0.2673;0.604;0.0495;0.0792;0.0587
ассоциация;NEUT;0.0;0.12;0.6;0.04;0.24;0.0533
ассоциирование;NEUT;0.1;0.2174;0.6522;0.0652;0.0652;0.0848
ассоциировать;NEUT;0.1964;0.2549;0.5882;0.0196;0.1373;0.0211
ассоциироваться;NEUT;0.1757;0.2451;0.598;0.0294;0.1275;0.0329
астероид;NEUT;-0.0915;0.0735;0.6324;0.2059;0.0882;0.0998
астральный;NEUT;0.0847;0.198;0.4455;0.1584;0.198;0.2851
астрологический;NEUT;0.0;0.1786;0.7143;0.0714;0.0357;0.1
астрология;NEUT;0.2692;0.2913;0.5534;0.0583;0.0971;0.0699
астронавт;NEUT;0.3607;0.35;0.52;0.05;0.08;0.0571
астроном;NEUT;0.5301;0.4608;0.4216;0.0392;0.0784;0.0426
астрономический;NEUT;0.0;0.12;0.84;0.0;0.04;0.0
астрономия;NEUT;0.3702;0.38;0.55;0.03;0.04;0.0324
астрофизический;NEUT;0.0769;0.1724;0.5517;0.069;0.2069;0.0966
асфальт;NEUT;0.0;0.04;0.72;0.08;0.16;0.06
асфальтовый;NEUT;0.1;0.2069;0.6207;0.069;0.1034;0.092
асфальтоукладчик;NEUT;0.25;0.2772;0.5545;0.0495;0.1188;0.0583
атака;NGTV;-0.7308;0.0777;0.2913;0.5534;0.0777;0.0886
атаковать;NGTV;-0.6538;0.0792;0.3267;0.505;0.0891;0.0916
атеизм;NEUT;-0.0205;0.1782;0.4653;0.1881;0.1683;0.3471
атеистка;NEUT;-0.2273;0.0792;0.505;0.2376;0.1782;0.1056
ателье;NEUT;0.339;0.3267;0.5149;0.0297;0.1287;0.0324
атлантический;NEUT;0.0;0.1563;0.7188;0.0625;0.0625;0.0875
атлас;NEUT;0.374;0.3592;0.5146;0.0485;0.0777;0.0551
атлет;PSTV;0.5976;0.4851;0.3663;0.0396;0.1089;0.0428
атлетика;PSTV;0.65;0.5149;0.3366;0.0297;0.1188;0.0314
атмосфера;NEUT;0.0769;0.2;0.64;0.04;0.12;0.048
атомный;NEUT;-0.1699;0.1373;0.5588;0.2255;0.0784;0.2208
аттестат;NEUT;0.5153;0.4455;0.4257;0.0693;0.0594;0.0801
аттестация;NEUT;0.5;0.39;0.39;0.09;0.13;0.1108
аттракцион;PSTV;0.6707;0.55;0.34;0.02;0.09;0.0207
ауди;NEUT;0.1;0.2069;0.6207;0.0345;0.1379;0.0402
аудио;NEUT;0.0556;0.2;0.68;0.04;0.08;0.048
аудиозапись;NEUT;0.0;0.16;0.8;0.0;0.04;0.0
аудиокассета;NEUT;0.2317;0.3;0.63;0.0;0.07;0.0
аудиосистема;NEUT;0.0294;0.2069;0.7586;0.0;0.0345;0.0
аудитория;NEUT;0.1466;0.25;0.66;0.04;0.05;0.0464
аукать;NEUT;0.1452;0.1961;0.5196;0.1176;0.1667;0.1882
аукцион;NEUT;0.0;0.1481;0.6667;0.0;0.1852;0.0
аукционер;NEUT;0.2377;0.2885;0.5962;0.0385;0.0769;0.0436
аукционист;NEUT;0.0;0.08;0.68;0.0;0.24;0.0
аукционный;NEUT;0.0;0.12;0.68;0.04;0.16;0.0533
аул;NEUT;0.0;0.0741;0.6667;0.037;0.2222;0.0556
аутизм;NGTV;-0.677;0.07;0.31;0.51;0.11;0.0796
аутист;NGTV;-0.475;0.07;0.42;0.39;0.12;0.0826
афганский;NEUT;0.0;0.0;1.0;0.0;0.0;0.0
афера;NGTV;-1.0;0.08;0.12;0.72;0.08;0.0889
аферист;NGTV;-1.0;0.0769;0.0;0.8846;0.0385;0.0836
аферистка;NGTV;-1.0;0.0857;0.0571;0.8286;0.0286;0.0946
афиша;NEUT;0.2623;0.31;0.6;0.02;0.07;0.0213
афиширование;NEUT;-0.1522;0.09;0.52;0.2;0.19;0.1305
афишировать;NEUT;0.101;0.2157;0.4118;0.1667;0.2059;0.2955
африканец;NEUT;0.0;0.0;1.0;0.0;0.0;0.0
африканский;NEUT;0.0;0.0;1.0;0.0;0.0;0.0
афроамериканец;NEUT;0.0;0.0;1.0;0.0;0.0;0.0
афроамериканка;NEUT;0.0;0.0;1.0;0.0;0.0;0.0
ахать;NEUT;0.0379;0.2178;0.4257;0.198;0.1584;0.378
ахинея;NGTV;-0.9;0.0714;0.1667;0.5;0.2619;0.0816
ахнуть;NEUT;0.0588;0.2;0.56;0.17;0.07;0.3145
ацетон;NEUT;-0.0894;0.1386;0.505;0.1782;0.1782;0.2464
аэродром;NEUT;0.0357;0.2;0.72;0.04;0.04;0.048
аэрозоль;NEUT;0.0;0.12;0.6;0.04;0.24;0.0533
аэромобиль;NEUT;0.2925;0.28;0.5;0.06;0.16;0.0729
аэроплан;NEUT;0.1606;0.24;0.61;0.03;0.12;0.0338
аэропорт;NEUT;0.1;0.2222;0.6667;0.0;0.1111;0.0
аэрофлот;NEUT;0.0676;0.2258;0.7419;0.0323;0.0;0.0369
баба;NGTV;-0.55;0.0762;0.3619;0.419;0.1429;0.09
баба-яга;NGTV;-0.9242;0.1154;0.1827;0.5865;0.1154;0.1381
бабай;NGTV;-1.0;0.0;0.12;0.68;0.2;0.0
бабахнуть;NGTV;-0.4047;0.1273;0.3727;0.3636;0.1364;0.1718
бабища;NGTV;-0.9;0.13;0.18;0.54;0.15;0.1613
бабка;NEUT;-0.2051;0.1532;0.4505;0.2613;0.1351;0.2429
бабло;NEUT;0.0414;0.3269;0.3173;0.2981;0.0577;0.5699
бабник;NGTV;-1.0;0.0889;0.0889;0.8;0.0222;0.0988
бабочка;PSTV;0.684;0.5588;0.3333;0.0392;0.0686;0.042
бабулька;PSTV;0.5794;0.4902;0.2157;0.1863;0.1078;0.2571
бабуля;PSTV;0.9828;0.76;0.2;0.0;0.04;0.0
бабуся;PSTV;1.0;0.6522;0.1522;0.087;0.1087;0.0986
бабушка;PSTV;0.9247;0.7031;0.2188;0.0156;0.0625;0.016
бабушкин;NEUT;0.0357;0.1852;0.6667;0.0;0.1481;0.0
бабёнка;NEUT;-0.255;0.1881;0.3465;0.3465;0.1188;0.2902
баг;NGTV;-0.9;0.0833;0.1548;0.4643;0.2976;0.0983
багаж;NEUT;0.0;0.08;0.88;0.0;0.04;0.0
багажник;NEUT;0.0172;0.1923;0.7308;0.0385;0.0385;0.0462
багажный;NEUT;0.0;0.16;0.72;0.0;0.12;0.0
багроветь;NEUT;-0.3317;0.0991;0.4054;0.2523;0.2432;0.138
багровый;NEUT;0.2353;0.2475;0.5149;0.1089;0.1287;0.1568
бадминтон;NEUT;0.3095;0.3148;0.537;0.0463;0.1019;0.0531
база;NEUT;0.0769;0.1563;0.5;0.0625;0.2813;0.0875
базар;NEUT;0.0644;0.1827;0.6058;0.125;0.0865;0.2105
базарить;NGTV;-0.8333;0.0396;0.2574;0.6436;0.0594;0.042
базовый;NEUT;0.219;0.2661;0.578;0.0459;0.1101;0.0538
базука;NGTV;-0.4587;0.1;0.38;0.35;0.17;0.1286
байдарка;NEUT;0.2864;0.2673;0.4851;0.0594;0.1881;0.0726
байк;NEUT;0.0714;0.1739;0.5652;0.0217;0.2391;0.0245
байкер;NEUT;-0.0437;0.1485;0.5446;0.1683;0.1386;0.2796
бакенбарды;NEUT;0.0;0.04;0.8;0.04;0.12;0.08
баклажан;NEUT;0.0;0.1154;0.6923;0.0;0.1923;0.0
баклажанный;NEUT;0.0172;0.1923;0.7308;0.0;0.0769;0.0
баклан;NGTV;-0.3793;0.1154;0.4615;0.3269;0.0962;0.1561
бактерия;NEUT;-0.0558;0.1466;0.5776;0.1724;0.1034;0.2711
бал;PSTV;0.5806;0.4752;0.3762;0.0594;0.0891;0.0668
бал-маскарад;PSTV;0.9;0.6545;0.2182;0.0;0.1273;0.0
балабол;NGTV;-0.9;0.0417;0.2083;0.625;0.125;0.0444
балаган;NGTV;-0.9286;0.0238;0.1905;0.619;0.1667;0.0247
балагурство;NEUT;-0.0379;0.2816;0.1553;0.301;0.2621;0.5449
баламутить;NGTV;-0.9066;0.0851;0.1915;0.5851;0.1383;0.0975
баланс;NEUT;0.0769;0.2;0.64;0.04;0.12;0.048
балансирование;NEUT;0.3244;0.36;0.59;0.01;0.04;0.0103
балансировать;NEUT;0.4507;0.4327;0.5;0.0096;0.0577;0.0098
балансировка;NEUT;0.5075;0.4455;0.4356;0.0594;0.0594;0.0673
балбес;NGTV;-0.9643;0.04;0.2;0.72;0.04;0.0422
балда;NGTV;-0.995;0.1176;0.1667;0.6569;0.0588;0.1387
балдёж;PSTV;0.9677;0.604;0.1287;0.1584;0.1089;0.2
балерина;NEUT;0.5294;0.466;0.4272;0.0097;0.0971;0.0099
балеринка;NEUT;0.5;0.3654;0.3654;0.0481;0.2212;0.0544
балет;PSTV;0.6429;0.5192;0.3462;0.0288;0.1058;0.0304
балетный;NEUT;0.3978;0.402;0.5392;0.0294;0.0294;0.0316
балкон;NEUT;0.0106;0.1778;0.6889;0.0667;0.0667;0.0917
балкончик;NEUT;0.375;0.3398;0.4854;0.0583;0.1165;0.0682
балл;NEUT;0.4194;0.38;0.48;0.06;0.08;0.0695
баллон;NEUT;0.0;0.0385;0.8462;0.0;0.1154;0.0
баллончик;NEUT;0.0;0.16;0.68;0.04;0.12;0.05
баловать;NEUT;0.0945;0.2941;0.3725;0.2353;0.098;0.4235
баловаться;NEUT;-0.2439;0.18;0.42;0.33;0.07;0.2782
баловень;NGTV;-0.9783;0.0769;0.1538;0.5769;0.1923;0.0872
баловница;NEUT;0.0172;0.2404;0.3462;0.2308;0.1827;0.4523
баловство;NGTV;-0.6395;0.1028;0.3458;0.514;0.0374;0.1234
бамбук;NEUT;0.3293;0.3333;0.5392;0.049;0.0784;0.0562
бамбуковый;NEUT;0.2105;0.2596;0.5769;0.0673;0.0962;0.0848
бампер;NEUT;0.0;0.1429;0.75;0.0357;0.0714;0.0446
банальность;NGTV;-0.4344;0.09;0.46;0.38;0.07;0.1113
банальный;NGTV;-0.4211;0.125;0.375;0.375;0.125;0.1667
банальщина;NGTV;-0.7759;0.02;0.28;0.6;0.1;0.0207
банан;NEUT;0.364;0.36;0.53;0.04;0.07;0.0444
банановый;NEUT;0.3852;0.3564;0.495;0.0297;0.1188;0.0322
банда;NGTV;-0.8514;0.0297;0.2376;0.6238;0.1089;0.0311
бандана;NEUT;0.0;0.04;0.8;0.04;0.12;0.08
бандит;NGTV;-1.0;0.0667;0.0667;0.7667;0.1;0.0725
бандитизм;NGTV;-1.0;0.08;0.12;0.72;0.08;0.0889
бандитка;NGTV;-1.0;0.04;0.12;0.8;0.04;0.042
бандитский;NGTV;-1.0;0.0;0.16;0.84;0.0;0.0
бандюган;NGTV;-1.0;0.0;0.0345;0.931;0.0345;0.0
банить;NGTV;-1.0;0.08;0.12;0.64;0.16;0.09
банк;NEUT;0.2009;0.2475;0.5644;0.099;0.0891;0.1386
банкет;PSTV;0.5698;0.4851;0.396;0.0495;0.0693;0.0546
банкетный;NEUT;0.4076;0.36;0.47;0.05;0.12;0.0569
банкир;NEUT;0.1261;0.2069;0.5776;0.1034;0.1121;0.1552
банкирша;NEUT;0.129;0.2;0.5;0.14;0.16;0.238
банковский;NEUT;0.0172;0.2;0.76;0.0;0.04;0.0
банковый;NEUT;0.0769;0.2;0.64;0.04;0.12;0.048
банкомат;NEUT;0.0;0.1429;0.8286;0.0286;0.0;0.0343
банкрот;NGTV;-1.0;0.0;0.1111;0.8519;0.037;0.0
баннер;NEUT;0.0;0.0385;0.6538;0.1538;0.1538;0.0481
баночка;NEUT;0.3108;0.3;0.51;0.06;0.13;0.072
бант;NEUT;0.0357;0.1818;0.6545;0.0182;0.1455;0.02
бантик;NEUT;0.5373;0.4752;0.4257;0.0396;0.0594;0.0429
банька;PSTV;0.9;0.619;0.2063;0.0794;0.0952;0.0895
барабан;NEUT;0.244;0.3069;0.6238;0.0297;0.0396;0.0326
барабанить;NEUT;-0.0625;0.069;0.6897;0.2069;0.0345;0.092
барабанный;NEUT;0.0;0.12;0.68;0.04;0.16;0.0533
барабанчик;NEUT;0.1;0.2222;0.6667;0.0741;0.037;0.0988
барабанщик;NEUT;0.2895;0.297;0.5347;0.0594;0.1089;0.0713
барабанщица;NEUT;0.1;0.2188;0.6563;0.0313;0.0938;0.0357
баран;NEUT;-0.1321;0.17;0.48;0.24;0.11;0.2904
бараний;NEUT;0.0;0.0385;0.6538;0.1538;0.1538;0.0481
баранина;NEUT;0.3898;0.3333;0.4571;0.1143;0.0952;0.1535
баранчик;NEUT;0.338;0.31;0.37;0.13;0.19;0.1845
барахлишко;NEUT;-0.2281;0.16;0.48;0.29;0.07;0.2483
барахло;NGTV;-0.7051;0.09;0.31;0.55;0.05;0.1047
барахтанье;NEUT;-0.1794;0.1604;0.4434;0.2547;0.1415;0.2614
барахтаться;NEUT;-0.2282;0.0882;0.5196;0.2451;0.1471;0.12
барашек;PSTV;0.6732;0.5534;0.3398;0.0485;0.0583;0.0528
барбарис;NEUT;0.4449;0.396;0.4653;0.0297;0.1089;0.0319
барбекю;NEUT;0.516;0.43;0.41;0.04;0.12;0.0437
барбос;NEUT;0.2559;0.2405;0.4367;0.1203;0.2025;0.1804
бардак;NGTV;-1.0;0.0357;0.1786;0.7857;0.0;0.0373
бариста;NEUT;0.3571;0.2941;0.4412;0.0686;0.1961;0.0846
бармен;NEUT;0.2791;0.2718;0.4951;0.1262;0.1068;0.1848
баронский;NEUT;0.05;0.1524;0.381;0.1333;0.3333;0.25
баррикада;NEUT;-0.0511;0.2277;0.3861;0.2574;0.1287;0.4292
барсук;NEUT;0.3361;0.3366;0.5347;0.0495;0.0792;0.0568
барсучий;NEUT;0.0;0.1389;0.6111;0.0278;0.2222;0.0333
бартер;NEUT;0.0;0.0769;0.8846;0.0;0.0385;0.0
бархат;NEUT;0.4268;0.38;0.47;0.02;0.13;0.0211
бархатистость;PSTV;0.75;0.5098;0.2549;0.049;0.1863;0.0537
бархатистый;PSTV;0.7222;0.5909;0.3182;0.0182;0.0727;0.0187
бархатный;PSTV;0.7258;0.5941;0.3168;0.0099;0.0792;0.0101
барыня;NEUT;0.1;0.2222;0.6667;0.037;0.0741;0.0432
барышня;NEUT;0.5081;0.4158;0.4059;0.0891;0.0891;0.1082
барьер;NEUT;-0.125;0.11;0.56;0.2;0.13;0.1705
барьерный;NEUT;0.0;0.1081;0.6757;0.0541;0.1622;0.0811
бас;NEUT;0.1;0.2222;0.6667;0.037;0.0741;0.0432
бас-гитара;NEUT;0.4416;0.3981;0.4722;0.0;0.1296;0.0
бас-гитарист;NEUT;0.4268;0.38;0.47;0.02;0.13;0.0211
басистый;NEUT;0.0833;0.2059;0.6471;0.0588;0.0882;0.0756
баскетбол;PSTV;0.5515;0.4854;0.4175;0.0194;0.0777;0.0202
баскетболист;NEUT;0.0769;0.2;0.64;0.0;0.16;0.0
баскетболистка;NEUT;0.4194;0.3689;0.466;0.0777;0.0874;0.094
баскетбольный;NEUT;0.0;0.16;0.68;0.04;0.12;0.05
баснописец;NEUT;0.3824;0.3465;0.4851;0.0396;0.1287;0.0441
басня;NEUT;0.54;0.4455;0.396;0.0495;0.1089;0.055
бассейн;NEUT;0.4375;0.4;0.48;0.05;0.07;0.0563
бастовать;NGTV;-0.9194;0.0625;0.1875;0.5938;0.1563;0.0691
бастующий;NGTV;-0.9194;0.0303;0.1818;0.5758;0.2121;0.0319
басурманин;NGTV;-0.7737;0.07;0.23;0.49;0.21;0.08
батальон;NEUT;0.1;0.1905;0.5714;0.0714;0.1667;0.0982
батарейка;NEUT;0.0;0.12;0.8;0.04;0.04;0.0533
батарейный;NEUT;0.0526;0.1628;0.5581;0.0698;0.2093;0.0997
батарея;NEUT;0.0357;0.1852;0.6667;0.037;0.1111;0.0444
батон;NEUT;0.3906;0.3619;0.4952;0.0381;0.1048;0.0421
батончик;NEUT;0.3571;0.3564;0.5347;0.0297;0.0792;0.0322
батут;NEUT;0.4389;0.402;0.4804;0.0588;0.0588;0.0674
батюшка;PSTV;1.0;0.6538;0.1538;0.0385;0.1538;0.0407
батя;PSTV;0.661;0.5049;0.3204;0.0777;0.0971;0.0896
бахила;NEUT;0.0;0.08;0.88;0.0;0.04;0.0
бахнуть;NGTV;-0.5045;0.1346;0.2981;0.4038;0.1635;0.1795
бахрома;NEUT;0.1346;0.2018;0.5505;0.0642;0.1835;0.0847
бацилла;NGTV;-1.0;0.0;0.1154;0.7692;0.1154;0.0
бачок;NEUT;0.0;0.04;0.8;0.0;0.16;0.0
башенка;NEUT;0.4174;0.3558;0.4519;0.0673;0.125;0.08
башка;NGTV;-0.6714;0.09;0.29;0.47;0.15;0.1072
башкир;NEUT;0.0;0.0;1.0;0.0;0.0;0.0
башмак;NEUT;0.1571;0.23;0.59;0.09;0.09;0.1252
башмачник;NEUT;0.3276;0.32;0.52;0.03;0.13;0.0328
башмачок;NEUT;0.371;0.3564;0.5149;0.0198;0.1089;0.0209
башня;NEUT;0.0926;0.2;0.6125;0.05;0.1375;0.0625
баюкать;PSTV;1.0;0.7407;0.1852;0.0;0.0741;0.0
бдительность;PSTV;0.9;0.6818;0.2273;0.0682;0.0227;0.075
бдительный;PSTV;0.9;0.7;0.2333;0.0667;0.0;0.073
бег;NEUT;0.4139;0.3833;0.4917;0.0583;0.0667;0.0672
беганье;NEUT;0.1938;0.2455;0.5;0.1455;0.1091;0.2316
бегать;NEUT;0.1;0.2258;0.6774;0.0;0.0968;0.0
бегемот;NEUT;0.1944;0.25;0.58;0.07;0.1;0.0896
беглец;NGTV;-0.69;0.1089;0.2673;0.4554;0.1683;0.135
беглянка;NGTV;-0.5174;0.1089;0.297;0.3663;0.2277;0.1413
беговой;NEUT;0.0172;0.1852;0.7037;0.037;0.0741;0.0444
беготня;NEUT;-0.2521;0.1538;0.4808;0.2981;0.0673;0.2333
бегство;NGTV;-0.514;0.0648;0.4352;0.4537;0.0463;0.0741
бегун;NEUT;0.3049;0.3204;0.5534;0.068;0.0583;0.0824
беда;NGTV;-1.0;0.04;0.0;0.96;0.0;0.0417
беднейший;NGTV;-1.0;0.0714;0.1429;0.6786;0.1071;0.0789
бедненький;NGTV;-0.7368;0.1068;0.2816;0.5437;0.068;0.1278
беднеть;NGTV;-1.0;0.0667;0.1;0.7333;0.1;0.0727
бедность;NGTV;-0.9375;0.0357;0.2143;0.7143;0.0357;0.0375
беднота;NGTV;-0.9;0.0435;0.2174;0.6522;0.087;0.0464
бедный;NGTV;-0.9167;0.0313;0.2188;0.6875;0.0625;0.0327
бедняга;NGTV;-0.7571;0.11;0.26;0.53;0.1;0.1328
бедняжка;NGTV;-0.4596;0.1569;0.3137;0.4216;0.1078;0.2152
бедняк;NGTV;-0.8491;0.08;0.23;0.6;0.09;0.0907
бедолага;NGTV;-0.6429;0.0891;0.3366;0.505;0.0693;0.1048
бедро;NEUT;0.0;0.12;0.84;0.04;0.0;0.0533
бедствие;NGTV;-1.0;0.0;0.1071;0.8571;0.0357;0.0
бежать;NEUT;0.2448;0.3;0.6083;0.0333;0.0583;0.037
бежевый;NEUT;0.1792;0.2376;0.5743;0.0396;0.1485;0.0462
беженец;NGTV;-0.525;0.0874;0.3786;0.4078;0.1262;0.1061
безаварийный;PSTV;0.9;0.6563;0.2188;0.0625;0.0625;0.0685
безалаберность;NGTV;-1.0;0.08;0.04;0.72;0.16;0.0889
безалаберный;NGTV;-1.0;0.0882;0.0588;0.7941;0.0588;0.098
безалкогольный;NEUT;0.4498;0.3981;0.3786;0.1262;0.0971;0.1662
безальтернативность;NGTV;-0.6391;0.0811;0.2973;0.4414;0.1802;0.096
безапелляционный;NEUT;-0.3182;0.0673;0.4327;0.2596;0.2404;0.0848
безбашенность;NGTV;-0.5114;0.1881;0.2376;0.4653;0.1089;0.2642
безбедный;PSTV;1.0;0.6667;0.1481;0.037;0.1481;0.0391
безбилетник;NGTV;-1.0;0.0;0.1481;0.6296;0.2222;0.0
безбилетница;NGTV;-1.0;0.08;0.12;0.68;0.12;0.0894
безбилетный;NGTV;-0.7314;0.05;0.31;0.59;0.05;0.0542
безбожие;NGTV;-0.7212;0.0865;0.2596;0.4808;0.1731;0.1021
безболезненность;PSTV;0.7566;0.57;0.28;0.11;0.04;0.1312
безболезненный;PSTV;0.9112;0.65;0.21;0.09;0.05;0.1025
безбородый;NEUT;0.0;0.0588;0.7647;0.0882;0.0882;0.098
безбрачный;NEUT;-0.0806;0.0;0.7308;0.2308;0.0385;0.0
безветренный;NEUT;0.1449;0.23;0.61;0.08;0.08;0.1078
безвизовый;NEUT;0.1613;0.3168;0.3168;0.2178;0.1485;0.3676
безвинность;PSTV;0.7162;0.5248;0.2871;0.0792;0.1089;0.0912
безвкусие;NGTV;-0.9;0.0541;0.2162;0.6486;0.0811;0.0586
безвкусица;NGTV;-0.9545;0.0;0.2222;0.7778;0.0;0.0
безвкусный;NGTV;-0.5476;0.07;0.4;0.46;0.07;0.0807
безвластие;NGTV;-0.875;0.0865;0.1923;0.5385;0.1827;0.1004
безвозвратный;NGTV;-0.6667;0.0762;0.2857;0.4571;0.181;0.0889
безволие;NGTV;-1.0;0.04;0.08;0.84;0.04;0.0419
безволосый;NEUT;-0.25;0.01;0.58;0.29;0.12;0.0103
безвредность;PSTV;0.7742;0.6154;0.2885;0.0385;0.0577;0.0409
безвредный;PSTV;0.9;0.6857;0.2286;0.0571;0.0286;0.0619
безвременность;NEUT;-0.2133;0.12;0.456;0.216;0.208;0.1867
безвременный;NEUT;0.0428;0.1589;0.5514;0.1402;0.1495;0.2639
безвыходность;NGTV;-1.0;0.0;0.1538;0.7308;0.1154;0.0
безвыходный;NGTV;-1.0;0.08;0.08;0.8;0.04;0.088
безголовость;NGTV;-1.0;0.0;0.1481;0.7407;0.1111;0.0
безголовый;NGTV;-1.0;0.04;0.0;0.92;0.04;0.0417
безголосый;NGTV;-0.7437;0.0784;0.2941;0.5784;0.049;0.0891
безграмотность;NGTV;-1.0;0.0;0.12;0.84;0.04;0.0
безграмотный;NGTV;-1.0;0.04;0.04;0.92;0.0;0.0417
безграничность;NEUT;0.4213;0.3861;0.4851;0.0297;0.099;0.032
безграничный;NEUT;0.0;0.16;0.84;0.0;0.0;0.0
безгрешный;PSTV;1.0;0.64;0.16;0.11;0.09;0.1289
бездарность;NGTV;-1.0;0.0887;0.0887;0.7339;0.0887;0.0994
бездарный;NGTV;-1.0;0.0385;0.0385;0.8846;0.0385;0.0401
бездействие;NGTV;-0.625;0.07;0.35;0.5;0.08;0.0798
бездействовать;NGTV;-0.6466;0.0792;0.3267;0.495;0.099;0.0919
безделица;NGTV;-0.6898;0.0614;0.3246;0.5526;0.0614;0.0682
безделка;NGTV;-0.5513;0.0588;0.3109;0.3613;0.2689;0.0684
безделушка;NEUT;0.0;0.1089;0.6436;0.1584;0.0891;0.1838
безделье;NGTV;-0.7941;0.0583;0.2718;0.6117;0.0583;0.0638
бездельник;NGTV;-1.0;0.0741;0.1481;0.7778;0.0;0.0811
