slice;term;answer;ratio
CLASS:BT/DISHES/FOOD;газировка;FOOD;1.0
TEZ:REL_TYPE;газировка/напиток;VERTICAL;0.9444
CLASS:BT/DISHES/FOOD;газовая плитка;BT;1.0
TEZ:REL_TYPE;гайка/инструмент;VERTICAL;1.0
CLASS:MOVE;гак;NO;1.0
TEZ:REL_TYPE;галстук/человек;PART/WHOLE;1.0
TEZ:REL_TYPE;гараж/место;VERTICAL;1.0
TEZ:REL_TYPE;гараж/помещение;VERTICAL;1.0
TEZ:REL_TYPE;гардероб/комната;PART/WHOLE;0.8333
TEZ:REL_TYPE;гений/человек;VERTICAL;1.0
TEZ:REL_TYPE;география/книга;PART/WHOLE;0.9091
TEZ:REL_TYPE;геометрия/наука;VERTICAL;0.9412
TEZ:REL_TYPE;герой/книга;PART/WHOLE;1.0
TEZ:REL_TYPE;герой/человек;VERTICAL;1.0
CLASS:KIN;герцогский титул;NO;1.0
TEZ:REL_TYPE;гитара/инструмент;VERTICAL;1.0
TEZ:REL_TYPE;глава/книга;PART/WHOLE;0.9375
TEZ:REL_TYPE;глава/текст;PART/WHOLE;1.0
CLASS:KIN;главная виновница;NO;1.0
CLASS:BT/DISHES/FOOD;гладильная доска;BT;1.0
CLASS:WEATHER;гладь;GOOD_WEATHER;1.0
TEZ:REL_TYPE;глаз/человек;PART/WHOLE;1.0
TEZ:REL_TYPE;глаза/человек;PART/WHOLE;0.9286
CLASS:BT/DISHES/FOOD;глазунья;FOOD;1.0
CLASS:BT/DISHES/FOOD;глазурь;FOOD;1.0
CLASS:BT/DISHES/FOOD;глинтвейн;FOOD;1.0
CLASS:BT/DISHES/FOOD;глиняная кружка;DISHES;1.0
CLASS:BT/DISHES/FOOD;глиняная миска;DISHES;1.0
CLASS:BT/DISHES/FOOD;глиняная плошка;DISHES;1.0
CLASS:BT/DISHES/FOOD;глиняная чашка;DISHES;1.0
CLASS:BT/DISHES/FOOD;глиняное блюдо;DISHES;1.0
CLASS:BT/DISHES/FOOD;глиняные горшочки;DISHES;1.0
CLASS:BT/DISHES/FOOD;глиняные кружки;DISHES;1.0
CLASS:BT/DISHES/FOOD;глиняные миски;DISHES;1.0
CLASS:BT/DISHES/FOOD;глиняный горшок;DISHES;1.0
CLASS:BT/DISHES/FOOD;глиняный горшочек;DISHES;1.0
CLASS:BT/DISHES/FOOD;глиняный кувшин;DISHES;1.0
CLASS:BT/DISHES/FOOD;глиняный кувшинчик;DISHES;1.0
TEZ:REL_TYPE;глоток/еда;PART/WHOLE;0.8333
CLASS:BT/DISHES/FOOD;глоточки;FOOD;1.0
CLASS:WEATHER;глубокая синева;GOOD_WEATHER;1.0
CLASS:MOVE;глубокий снег;NO;1.0
CLASS:KIN;глупенькая девочка;NO;1.0
CLASS:WEATHER;глухие раскаты;BAD_WEATHER;1.0
CLASS:MOVE;глядеть;NO;1.0
CLASS:MOVE;гнать;YES;1.0
CLASS:MOVE;гнаться;YES;1.0
TEZ:REL_TYPE;гнев/чувство;VERTICAL;1.0
TEZ:REL_TYPE;гнев/эмоция;VERTICAL;0.9091
TEZ:REL_TYPE;гнездо/дерево;PART/WHOLE;1.0
CLASS:KIN;гнусные сплетни;NO;1.0
TEZ:REL_TYPE;говорун/птица;VERTICAL;0.7333
CLASS:BT/DISHES/FOOD;говядина;FOOD;1.0
TEZ:REL_TYPE;говядина/еда;VERTICAL;0.8462
CLASS:BT/DISHES/FOOD;говяжья вырезка;FOOD;1.0
CLASS:BT/DISHES/FOOD;гоголь-моголь;FOOD;1.0
CLASS:BT/DISHES/FOOD;голландский сыр;FOOD;1.0
TEZ:REL_TYPE;голова/человек;PART/WHOLE;1.0
CLASS:WEATHER;голубое небо;GOOD_WEATHER;1.0
TEZ:REL_TYPE;голубь/птица;VERTICAL;1.0
CLASS:WEATHER;голые ветви;BAD_WEATHER;1.0
CLASS:MOVE;гонит;YES;0.9231
CLASS:MOVE;гонка;YES;0.9286
CLASS:MOVE;гонять;YES;1.0
CLASS:MOVE;гоняться;YES;1.0
CLASS:KIN;гордость;NO;1.0
TEZ:REL_TYPE;гордость/чувство;VERTICAL;1.0
CLASS:KIN;горе;NO;1.0
TEZ:REL_TYPE;горло/еда;VERTICAL;1.0
TEZ:REL_TYPE;горло/человек;PART/WHOLE;1.0
CLASS:BT/DISHES/FOOD;горлышко;DISHES;1.0
TEZ:REL_TYPE;город/транспорт;PART/WHOLE;1.0
CLASS:BT/DISHES/FOOD;горчичный соус;FOOD;1.0
CLASS:BT/DISHES/FOOD;горшок;DISHES;1.0
TEZ:REL_TYPE;горшок/растение;VERTICAL;1.0
CLASS:BT/DISHES/FOOD;горшочек;DISHES;1.0
CLASS:BT/DISHES/FOOD;горшочки;DISHES;1.0
CLASS:BT/DISHES/FOOD;горький шоколад;FOOD;1.0
CLASS:BT/DISHES/FOOD;горьковатый вкус;FOOD;1.0
CLASS:BT/DISHES/FOOD;горячее какао;FOOD;1.0
CLASS:BT/DISHES/FOOD;горячее молоко;FOOD;1.0
CLASS:BT/DISHES/FOOD;горячие блюда;FOOD;1.0
CLASS:BT/DISHES/FOOD;горячие булочки;FOOD;1.0
CLASS:BT/DISHES/FOOD;горячие пирожки;FOOD;1.0
CLASS:BT/DISHES/FOOD;горячий бульон;FOOD;1.0
CLASS:WEATHER;горячий воздух;GOOD_WEATHER;1.0
CLASS:BT/DISHES/FOOD;горячий грог;FOOD;1.0
CLASS:BT/DISHES/FOOD;горячий кофе;FOOD;1.0
CLASS:BT/DISHES/FOOD;горячий напиток;FOOD;1.0
CLASS:KIN;горячий нрав;NO;1.0
CLASS:BT/DISHES/FOOD;горячий пунш;FOOD;1.0
CLASS:BT/DISHES/FOOD;горячий суп;FOOD;1.0
CLASS:BT/DISHES/FOOD;горячий шоколад;FOOD;1.0
CLASS:KIN;гостья;NO;1.0
CLASS:BT/DISHES/FOOD;готовое блюдо;FOOD;1.0
CLASS:WEATHER;градина;BAD_WEATHER;1.0
TEZ:REL_TYPE;гражданин/человек;VERTICAL;1.0
CLASS:BT/DISHES/FOOD;гранатовый сок;FOOD;1.0
CLASS:BT/DISHES/FOOD;гранёные стаканы;DISHES;1.0
CLASS:BT/DISHES/FOOD;гранёный стакан;DISHES;1.0
CLASS:BT/DISHES/FOOD;графин;DISHES;1.0
CLASS:BT/DISHES/FOOD;графинчик;DISHES;1.0
CLASS:BT/DISHES/FOOD;графины;DISHES;1.0
CLASS:BT/DISHES/FOOD;гребешки;FOOD;1.0
CLASS:BT/DISHES/FOOD;грейпфрут;FOOD;1.0
CLASS:BT/DISHES/FOOD;гренка;FOOD;1.0
CLASS:BT/DISHES/FOOD;гренок;FOOD;1.0
CLASS:KIN;грешница;NO;1.0
CLASS:BT/DISHES/FOOD;грибной соус;FOOD;1.0
CLASS:BT/DISHES/FOOD;грибной суп;FOOD;1.0
CLASS:BT/DISHES/FOOD;грибы;FOOD;1.0
CLASS:BT/DISHES/FOOD;грог;FOOD;1.0
CLASS:WEATHER;гроза;BAD_WEATHER;1.0
CLASS:WEATHER;грозовое небо;BAD_WEATHER;1.0
CLASS:WEATHER;грозовое облако;BAD_WEATHER;1.0
CLASS:WEATHER;грозовой ливень;BAD_WEATHER;1.0
CLASS:WEATHER;грозовой фронт;BAD_WEATHER;1.0
CLASS:WEATHER;грозовые облака;BAD_WEATHER;1.0
CLASS:WEATHER;грозовые раскаты;BAD_WEATHER;1.0
CLASS:WEATHER;грозовые тучи;BAD_WEATHER;1.0
CLASS:WEATHER;гром;BAD_WEATHER;1.0
CLASS:KIN;грубый мужлан;NO;1.0
CLASS:BT/DISHES/FOOD;грудинка;FOOD;1.0
CLASS:BT/DISHES/FOOD;грудка;FOOD;1.0
CLASS:BT/DISHES/FOOD;грудки;FOOD;1.0
CLASS:BT/DISHES/FOOD;грузинское вино;FOOD;1.0
TEZ:REL_TYPE;грузовик/транспорт;VERTICAL;0.7222
TEZ:REL_TYPE;груша/еда;VERTICAL;1.0
TEZ:REL_TYPE;груша/плод;VERTICAL;0.9375
TEZ:REL_TYPE;груша/растение;VERTICAL;0.9231
CLASS:WEATHER;грязевой поток;BAD_WEATHER;1.0
CLASS:WEATHER;грязное месиво;BAD_WEATHER;1.0
CLASS:WEATHER;грязные лужи;BAD_WEATHER;1.0
CLASS:BT/DISHES/FOOD;грязные тарелки;DISHES;1.0
CLASS:WEATHER;грязный снег;BAD_WEATHER;1.0
CLASS:WEATHER;грязь;BAD_WEATHER;1.0
TEZ:REL_TYPE;губы/человек;PART/WHOLE;1.0
CLASS:MOVE;гудеть;NO;0.9545
CLASS:WEATHER;гул;BAD_WEATHER;1.0
CLASS:MOVE;гулять;YES;1.0
TEZ:REL_TYPE;гурман/человек;VERTICAL;1.0
CLASS:BT/DISHES/FOOD;гусиный паштет;FOOD;1.0
CLASS:BT/DISHES/FOOD;густая жидкость;FOOD;1.0
CLASS:WEATHER;густая мгла;BAD_WEATHER;1.0
CLASS:WEATHER;густая облачность;BAD_WEATHER;1.0
CLASS:WEATHER;густая пелена;BAD_WEATHER;1.0
CLASS:WEATHER;густая синева;GOOD_WEATHER;1.0
CLASS:WEATHER;густеющие сумерки;TIME_OF_DAY;1.0
CLASS:WEATHER;густой туман;BAD_WEATHER;1.0
CLASS:WEATHER;густые облака;BAD_WEATHER;0.68
CLASS:WEATHER;густые туманы;BAD_WEATHER;0.9091
CLASS:KIN;давняя подруга;NO;1.0
CLASS:KIN;давняя приятельница;NO;1.0
CLASS:KIN;дальнее родство;YES;0.9444
CLASS:KIN;дальние родичи;YES;1.0
CLASS:KIN;дальняя родственница;YES;1.0
TEZ:REL_TYPE;дата/событие;VERTICAL;1.0
TEZ:REL_TYPE;двери/комната;PART/WHOLE;1.0
TEZ:REL_TYPE;дверь/комната;PART/WHOLE;1.0
TEZ:REL_TYPE;дверь/помещение;PART/WHOLE;1.0
CLASS:MOVE;двигать;YES;1.0
CLASS:MOVE;двигаться;YES;1.0
CLASS:MOVE;движение;YES;1.0
CLASS:MOVE;движения;YES;1.0
CLASS:MOVE;двинуться;YES;1.0
CLASS:BT/DISHES/FOOD;двойная порция;FOOD;1.0
TEZ:REL_TYPE;дворник/профессия;VERTICAL;1.0
TEZ:REL_TYPE;дворник/человек;VERTICAL;1.0
CLASS:KIN;дворянин;NO;1.0
CLASS:KIN;двоюродная бабка;YES;1.0
CLASS:KIN;двоюродная бабушка;YES;1.0
CLASS:KIN;двоюродная племянница;YES;1.0
CLASS:KIN;двоюродный братец;YES;1.0
CLASS:KIN;двоюродный дед;YES;1.0
CLASS:KIN;двоюродный дедушка;YES;1.0
CLASS:KIN;двоюродный дядя;YES;1.0
CLASS:KIN;двоюродный племянник;YES;1.0
CLASS:BT/DISHES/FOOD;двузубая вилка;DISHES;1.0
CLASS:KIN;деверь;YES;1.0
CLASS:KIN;девичьи мечты;NO;1.0
CLASS:KIN;девка;NO;1.0
CLASS:KIN;девочка;NO;1.0
TEZ:REL_TYPE;девочка/человек;VERTICAL;1.0
TEZ:REL_TYPE;девушка/человек;VERTICAL;1.0
CLASS:KIN;девчонка;NO;1.0
CLASS:KIN;девы;NO;1.0
CLASS:KIN;девятилетний мальчик;NO;1.0
CLASS:KIN;девятилетняя девочка;NO;1.0
CLASS:KIN;дед;YES;1.0
TEZ:REL_TYPE;дед/родственник;VERTICAL;1.0
TEZ:REL_TYPE;дед/человек;VERTICAL;1.0
CLASS:KIN;дедушка;YES;1.0
TEZ:REL_TYPE;дедушка/родственник;VERTICAL;1.0
TEZ:REL_TYPE;дедушка/человек;VERTICAL;1.0
CLASS:MOVE;делать;YES;1.0
CLASS:MOVE;день;NO;1.0
CLASS:WEATHER;день;TIME_OF_DAY;1.0
TEZ:REL_TYPE;депрессия/чувство;VERTICAL;0.7143
TEZ:REL_TYPE;деревня/место;VERTICAL;1.0
TEZ:REL_TYPE;дерево/берёза;VERTICAL;1.0
TEZ:REL_TYPE;дерево/ветки;PART/WHOLE;1.0
TEZ:REL_TYPE;дерево/вишня;VERTICAL;0.6875
TEZ:REL_TYPE;дерево/доска;VERTICAL;0.8667
TEZ:REL_TYPE;дерево/древо;SYN;1.0
TEZ:REL_TYPE;дерево/дуб;VERTICAL;1.0
TEZ:REL_TYPE;дерево/дупло;PART/WHOLE;0.9375
TEZ:REL_TYPE;дерево/каштан;VERTICAL;0.7647
TEZ:REL_TYPE;дерево/клён;VERTICAL;1.0
TEZ:REL_TYPE;дерево/кора;PART/WHOLE;1.0
TEZ:REL_TYPE;дерево/корни;PART/WHOLE;0.9231
TEZ:REL_TYPE;дерево/крона;PART/WHOLE;1.0
TEZ:REL_TYPE;дерево/липа;VERTICAL;1.0
TEZ:REL_TYPE;дерево/листва;PART/WHOLE;1.0
TEZ:REL_TYPE;дерево/осина;VERTICAL;1.0
TEZ:REL_TYPE;дерево/палка;PART/WHOLE;0.8333
TEZ:REL_TYPE;дерево/пальма;VERTICAL;1.0
TEZ:REL_TYPE;дерево/пень;PART/WHOLE;1.0
TEZ:REL_TYPE;дерево/плоды;PART/WHOLE;1.0
TEZ:REL_TYPE;дерево/растение;VERTICAL;1.0
TEZ:REL_TYPE;дерево/сосна;VERTICAL;0.9412
TEZ:REL_TYPE;дерево/ствол;PART/WHOLE;1.0
TEZ:REL_TYPE;дерево/сучок;PART/WHOLE;1.0
TEZ:REL_TYPE;дерево/тополь;VERTICAL;1.0
TEZ:REL_TYPE;дерево/фрукты;PART/WHOLE;0.9375
TEZ:REL_TYPE;дерево/яблоко;PART/WHOLE;0.7
TEZ:REL_TYPE;дерево/ёлка;VERTICAL;1.0
CLASS:BT/DISHES/FOOD;деревянная бадья;DISHES;1.0
CLASS:BT/DISHES/FOOD;деревянная дощечка;DISHES;1.0
CLASS:BT/DISHES/FOOD;деревянная кадка;DISHES;1.0
CLASS:BT/DISHES/FOOD;деревянная ложка;DISHES;1.0
CLASS:BT/DISHES/FOOD;деревянная миска;DISHES;1.0
CLASS:BT/DISHES/FOOD;деревянная палочка;DISHES;1.0
CLASS:BT/DISHES/FOOD;деревянная подставка;DISHES;1.0
CLASS:BT/DISHES/FOOD;деревянное блюдо;DISHES;1.0
CLASS:BT/DISHES/FOOD;деревянные ложки;DISHES;1.0
CLASS:MOVE;держаться;NO;1.0
CLASS:KIN;дерзкая девчонка;NO;1.0
TEZ:REL_TYPE;десерт/еда;VERTICAL;0.7368
CLASS:BT/DISHES/FOOD;десертная ложка;DISHES;1.0
TEZ:REL_TYPE;детектив/жанр;VERTICAL;0.8235
TEZ:REL_TYPE;детектив/книга;VERTICAL;1.0
TEZ:REL_TYPE;детектив/профессия;VERTICAL;1.0
TEZ:REL_TYPE;детектив/человек;VERTICAL;0.7143
CLASS:KIN;дети;YES;1.0
TEZ:REL_TYPE;дети/человек;VERTICAL;1.0
CLASS:MOVE;детская игра;YES;0.8571
CLASS:KIN;детское прозвище;NO;1.0
TEZ:REL_TYPE;деятельность/наука;VERTICAL;1.0
TEZ:REL_TYPE;деятельность/профессия;SYN;0.6842
CLASS:BT/DISHES/FOOD;джем;FOOD;1.0
TEZ:REL_TYPE;джинсы/одежда;VERTICAL;1.0
TEZ:REL_TYPE;диалог/книга;PART/WHOLE;1.0
TEZ:REL_TYPE;диван/комната;PART/WHOLE;1.0
TEZ:REL_TYPE;диван/мебель;VERTICAL;1.0
CLASS:MOVE;дивиться;NO;1.0
CLASS:BT/DISHES/FOOD;диетическая кола;FOOD;1.0
TEZ:REL_TYPE;директор/профессия;VERTICAL;0.9333
TEZ:REL_TYPE;директор/человек;VERTICAL;0.9231
CLASS:KIN;дитя;YES;1.0
CLASS:WEATHER;дневная жара;GOOD_WEATHER;1.0
CLASS:WEATHER;дневной зной;GOOD_WEATHER;1.0
CLASS:MOVE;дни;NO;1.0
CLASS:WEATHER;дни;TIME_OF_DAY;1.0
CLASS:MOVE;добежать;YES;1.0
CLASS:MOVE;добираться;YES;1.0
CLASS:MOVE;добраться;YES;1.0
CLASS:KIN;добрая старушка;NO;0.68
CLASS:KIN;добрая христианка;NO;1.0
CLASS:MOVE;добрести;YES;1.0
TEZ:REL_TYPE;добро/чувство;VERTICAL;1.0
CLASS:MOVE;догадаться;NO;1.0
CLASS:MOVE;догадываться;NO;1.0
CLASS:MOVE;догнать;YES;1.0
CLASS:MOVE;догонять;YES;1.0
CLASS:MOVE;дождаться;NO;1.0
CLASS:WEATHER;дождевая влага;BAD_WEATHER;1.0
CLASS:WEATHER;дождевая капля;BAD_WEATHER;1.0
CLASS:WEATHER;дождевая туча;BAD_WEATHER;1.0
CLASS:WEATHER;дождевые капли;BAD_WEATHER;1.0
CLASS:WEATHER;дождевые облака;BAD_WEATHER;1.0
CLASS:WEATHER;дождевые потоки;BAD_WEATHER;1.0
CLASS:WEATHER;дождевые струи;BAD_WEATHER;1.0
CLASS:WEATHER;дождевые тучи;BAD_WEATHER;1.0
CLASS:WEATHER;дожди;BAD_WEATHER;1.0
CLASS:WEATHER;дождик;BAD_WEATHER;0.9444
CLASS:WEATHER;дождливая осень;BAD_WEATHER;1.0
CLASS:WEATHER;дождливое утро;BAD_WEATHER;1.0
CLASS:WEATHER;дождливый сезон;BAD_WEATHER;1.0
CLASS:WEATHER;дождь;BAD_WEATHER;1.0
CLASS:MOVE;дожидаться;NO;1.0
CLASS:MOVE;дойти;YES;1.0
CLASS:MOVE;доконать;NO;1.0
TEZ:REL_TYPE;доктор/человек;VERTICAL;1.0
CLASS:BT/DISHES/FOOD;докторская колбаса;FOOD;1.0
CLASS:MOVE;докучать;NO;1.0
CLASS:KIN;долг;NO;1.0
CLASS:MOVE;долгие часы;NO;1.0
CLASS:WEATHER;долгожданная прохлада;GOOD_WEATHER;1.0
TEZ:REL_TYPE;дом/комната;PART/WHOLE;1.0
TEZ:REL_TYPE;дом/мебель;PART/WHOLE;0.9444
CLASS:BT/DISHES/FOOD;домашнее печенье;FOOD;1.0
CLASS:BT/DISHES/FOOD;домашняя выпечка;FOOD;1.0
CLASS:BT/DISHES/FOOD;домашняя колбаса;FOOD;1.0
CLASS:MOVE;донимать;NO;0.9231
CLASS:MOVE;доползти;YES;1.0
CLASS:MOVE;дорога;NO;1.0
CLASS:KIN;дорогая кузина;YES;1.0
CLASS:KIN;дорогая мамочка;YES;1.0
CLASS:KIN;дорогая матушка;YES;1.0
CLASS:KIN;дорогая сестрица;YES;1.0
CLASS:KIN;дорогая сестричка;YES;1.0
CLASS:KIN;дорогой кузен;YES;1.0
CLASS:MOVE;дорожка;NO;1.0
CLASS:MOVE;досаждать;NO;0.9091
CLASS:KIN;досужие языки;NO;1.0
CLASS:KIN;дочка;YES;1.0
CLASS:KIN;дочь;YES;1.0
TEZ:REL_TYPE;дочь/родственник;VERTICAL;1.0
TEZ:REL_TYPE;дочь/человек;VERTICAL;1.0
TEZ:REL_TYPE;драма/жанр;VERTICAL;0.7647
TEZ:REL_TYPE;драма/книга;VERTICAL;1.0
TEZ:REL_TYPE;древо/дерево;SYN;1.0
TEZ:REL_TYPE;дрель/инструмент;VERTICAL;1.0
CLASS:WEATHER;дрожащее марево;BAD_WEATHER;1.0
TEZ:REL_TYPE;друг/человек;VERTICAL;0.9231
CLASS:KIN;дружба;NO;1.0
TEZ:REL_TYPE;дружба/чувство;VERTICAL;0.9167
CLASS:KIN;дрянной мальчишка;NO;1.0
TEZ:REL_TYPE;дуб/дерево;VERTICAL;1.0
TEZ:REL_TYPE;дуб/растение;VERTICAL;1.0
CLASS:WEATHER;дуновение;GOOD_WEATHER;1.0
TEZ:REL_TYPE;дупло/дерево;PART/WHOLE;0.9375
CLASS:KIN;дуралей;NO;1.0
CLASS:MOVE;дурачиться;YES;0.9412
CLASS:WEATHER;духота;BAD_WEATHER;1.0
TEZ:REL_TYPE;душа/человек;PART/WHOLE;1.0
TEZ:REL_TYPE;душа/чувство;PART/WHOLE;1.0
CLASS:BT/DISHES/FOOD;душистый чай;FOOD;1.0
CLASS:WEATHER;душный воздух;BAD_WEATHER;0.7143
CLASS:WEATHER;дым;BAD_WEATHER;1.0
CLASS:WEATHER;дымная пелена;BAD_WEATHER;1.0
CLASS:WEATHER;дымное облако;BAD_WEATHER;0.9615
CLASS:WEATHER;дымный столб;BAD_WEATHER;1.0
CLASS:BT/DISHES/FOOD;дымящееся блюдо;FOOD;1.0
CLASS:BT/DISHES/FOOD;дымящиеся чашки;DISHES;1.0
CLASS:BT/DISHES/FOOD;дымящийся напиток;FOOD;1.0
CLASS:BT/DISHES/FOOD;дыня;FOOD;1.0
TEZ:REL_TYPE;дыня/еда;VERTICAL;1.0
TEZ:REL_TYPE;дыня/плод;VERTICAL;1.0
CLASS:MOVE;дюна;NO;1.0
CLASS:KIN;дядя;YES;1.0
TEZ:REL_TYPE;дядя/родственник;VERTICAL;1.0
TEZ:REL_TYPE;дядя/человек;VERTICAL;0.7143
TEZ:REL_TYPE;дятел/дерево;PART/WHOLE;1.0
TEZ:REL_TYPE;дятел/птица;VERTICAL;1.0
CLASS:MOVE;дёргаться;YES;1.0
TEZ:REL_TYPE;еда/ананас;VERTICAL;1.0
TEZ:REL_TYPE;еда/апельсин;VERTICAL;1.0
TEZ:REL_TYPE;еда/арбуз;VERTICAL;0.9545
TEZ:REL_TYPE;еда/банан;VERTICAL;1.0
TEZ:REL_TYPE;еда/бифштекс;VERTICAL;1.0
TEZ:REL_TYPE;еда/борщ;VERTICAL;1.0
TEZ:REL_TYPE;еда/бутерброд;VERTICAL;0.9444
TEZ:REL_TYPE;еда/второе;VERTICAL;1.0
TEZ:REL_TYPE;еда/говядина;VERTICAL;1.0
TEZ:REL_TYPE;еда/груша;VERTICAL;1.0
TEZ:REL_TYPE;еда/деликатес;VERTICAL;0.9091
TEZ:REL_TYPE;еда/десерт;VERTICAL;1.0
TEZ:REL_TYPE;еда/жратва;SYN;0.8421
TEZ:REL_TYPE;еда/завтрак;VERTICAL;0.9412
TEZ:REL_TYPE;еда/закуска;VERTICAL;1.0
TEZ:REL_TYPE;еда/застолье;PART/WHOLE;0.9231
TEZ:REL_TYPE;еда/зелень;VERTICAL;1.0
TEZ:REL_TYPE;еда/кабачок;VERTICAL;1.0
TEZ:REL_TYPE;еда/капуста;VERTICAL;1.0
TEZ:REL_TYPE;еда/картофель;VERTICAL;1.0
TEZ:REL_TYPE;еда/картошка;VERTICAL;1.0
TEZ:REL_TYPE;еда/каша;VERTICAL;1.0
TEZ:REL_TYPE;еда/кефир;VERTICAL;1.0
TEZ:REL_TYPE;еда/колбаса;VERTICAL;1.0
TEZ:REL_TYPE;еда/конфеты;VERTICAL;1.0
TEZ:REL_TYPE;еда/котлета;VERTICAL;1.0
TEZ:REL_TYPE;еда/курица;VERTICAL;0.7143
TEZ:REL_TYPE;еда/лосось;VERTICAL;1.0
TEZ:REL_TYPE;еда/лук;VERTICAL;1.0
TEZ:REL_TYPE;еда/макароны;VERTICAL;1.0
TEZ:REL_TYPE;еда/масло;VERTICAL;1.0
TEZ:REL_TYPE;еда/молоко;VERTICAL;0.7059
TEZ:REL_TYPE;еда/морковь;VERTICAL;0.9783
TEZ:REL_TYPE;еда/мороженое;VERTICAL;1.0
TEZ:REL_TYPE;еда/мясо;VERTICAL;1.0
TEZ:REL_TYPE;еда/овощи;VERTICAL;1.0
TEZ:REL_TYPE;еда/огурец;VERTICAL;1.0
TEZ:REL_TYPE;еда/омлет;VERTICAL;1.0
TEZ:REL_TYPE;еда/паста;VERTICAL;1.0
TEZ:REL_TYPE;еда/пельмени;VERTICAL;1.0
TEZ:REL_TYPE;еда/первое;PART/WHOLE;1.0
TEZ:REL_TYPE;еда/перекус;VERTICAL;0.8
TEZ:REL_TYPE;еда/печенье;VERTICAL;1.0
TEZ:REL_TYPE;еда/пирог;VERTICAL;1.0
TEZ:REL_TYPE;еда/пирожки;VERTICAL;1.0
TEZ:REL_TYPE;еда/пирожное;VERTICAL;1.0
TEZ:REL_TYPE;еда/питьё;VERTICAL;0.7143
TEZ:REL_TYPE;еда/плов;VERTICAL;0.9167
TEZ:REL_TYPE;еда/полдник;VERTICAL;1.0
TEZ:REL_TYPE;еда/помидор;VERTICAL;1.0
TEZ:REL_TYPE;еда/потребность;VERTICAL;1.0
TEZ:REL_TYPE;еда/пропитание;SYN;0.7143
TEZ:REL_TYPE;еда/пюре;VERTICAL;1.0
TEZ:REL_TYPE;еда/ресторан;PART/WHOLE;0.7692
TEZ:REL_TYPE;еда/рецепт;VERTICAL;1.0
TEZ:REL_TYPE;еда/роллы;VERTICAL;1.0
TEZ:REL_TYPE;еда/рыба;VERTICAL;1.0
TEZ:REL_TYPE;еда/рынок;PART/WHOLE;1.0
TEZ:REL_TYPE;еда/салат;VERTICAL;1.0
TEZ:REL_TYPE;еда/сахар;VERTICAL;0.9091
TEZ:REL_TYPE;еда/сладости;VERTICAL;1.0
TEZ:REL_TYPE;еда/сметана;VERTICAL;1.0
TEZ:REL_TYPE;еда/соль;VERTICAL;1.0
TEZ:REL_TYPE;еда/суп;VERTICAL;1.0
TEZ:REL_TYPE;еда/суши;VERTICAL;1.0
TEZ:REL_TYPE;еда/сыр;VERTICAL;1.0
TEZ:REL_TYPE;еда/торт;VERTICAL;1.0
TEZ:REL_TYPE;еда/фрукты;VERTICAL;1.0
TEZ:REL_TYPE;еда/хлеб;VERTICAL;1.0
TEZ:REL_TYPE;еда/холодильник;PART/WHOLE;0.9286
