term;tag;value;pstv;ngtv;neut;dunno;pstvNgtvDisagreementRatio
алгебраический;NEUT;0.09;0.22;0.0;0.682;0.098;0.0
алгоритм;NEUT;0.09;0.196;0.043;0.609;0.152;0.0
алгоритмический;NEUT;0.21;0.241;0.018;0.536;0.205;0.0
аленький;PSTV;0.94;0.705;0.033;0.213;0.049;0.0
алеть;NEUT;0.31;0.238;0.059;0.406;0.297;0.0
алжирец;NEUT;0.0;0.129;0.065;0.677;0.129;0.0
алжирский;NEUT;0.0;0.143;0.036;0.571;0.25;0.0
алиби;NEUT;0.45;0.358;0.083;0.421;0.138;0.0
алименты;NEUT;-0.13;0.18;0.18;0.48;0.16;0.14
алкалоид;NEUT;-0.19;0.079;0.188;0.446;0.287;0.0
алкашка;NGTV;-1.0;0.078;0.824;0.078;0.02;0.0
алкоголизм;NGTV;-1.0;0.017;0.783;0.183;0.017;0.0
алкоголический;NGTV;-0.93;0.071;0.657;0.201;0.071;0.0
алкоголичка;NGTV;-1.0;0.02;0.784;0.196;0.0;0.0
алкогольный;NGTV;-0.68;0.05;0.567;0.341;0.042;0.0
алконавт;NGTV;-1.0;0.08;0.531;0.115;0.274;0.0
аллегоризм;NEUT;0.1;0.194;0.0;0.58;0.226;0.0
аллегорически;NEUT;0.15;0.179;0.094;0.471;0.256;0.0
аллейка;NEUT;0.2;0.219;0.019;0.495;0.267;0.0
аллерген;NGTV;-0.97;0.031;0.563;0.156;0.25;0.0
аллергический;NGTV;-0.73;0.07;0.548;0.286;0.096;0.0
аллергия;NGTV;-1.0;0.04;0.76;0.133;0.067;0.0
аллея;NEUT;0.42;0.377;0.053;0.482;0.088;0.0
аллигатор;NEUT;-0.29;0.157;0.273;0.463;0.107;0.08
алмаз;PSTV;0.64;0.516;0.048;0.349;0.087;0.0
алмазик;NEUT;0.49;0.391;0.061;0.409;0.139;0.0
алмазный;NEUT;0.53;0.466;0.034;0.431;0.069;0.0
алогичность;NGTV;-0.47;0.137;0.309;0.281;0.273;0.14
алогичный;NGTV;-0.46;0.112;0.299;0.305;0.284;0.08
алоэ;NEUT;0.31;0.314;0.042;0.542;0.102;0.0
алтаец;NEUT;0.07;0.184;0.053;0.605;0.158;0.0
алтайский;NEUT;0.24;0.254;0.026;0.527;0.193;0.0
алтарный;NEUT;0.38;0.235;0.088;0.324;0.353;0.02
алтарь;NEUT;0.43;0.347;0.059;0.426;0.168;0.0
алфавит;PSTV;0.55;0.496;0.043;0.435;0.026;0.0
алфавитный;NEUT;0.07;0.18;0.04;0.58;0.2;0.0
алхимик;NEUT;0.25;0.277;0.05;0.554;0.119;0.0
алхимический;NEUT;-0.03;0.157;0.157;0.568;0.118;0.03
алхимия;NEUT;0.28;0.259;0.129;0.465;0.147;0.03
алчность;NGTV;-1.0;0.071;0.75;0.143;0.036;0.0
алчный;NGTV;-1.0;0.067;0.7;0.133;0.1;0.0
алый;NEUT;0.28;0.298;0.069;0.557;0.076;0.0
алыча;NEUT;0.41;0.336;0.016;0.435;0.213;0.0
альбатрос;NEUT;0.24;0.246;0.048;0.508;0.198;0.0
альбинос;NEUT;0.22;0.222;0.137;0.462;0.179;0.05
альбиноска;NEUT;-0.06;0.151;0.16;0.529;0.16;0.04
альбомный;NEUT;0.0;0.136;0.045;0.774;0.045;0.0
альбомчик;NEUT;0.53;0.42;0.05;0.387;0.143;0.0
альпийский;NEUT;0.29;0.272;0.049;0.485;0.194;0.0
альпинизм;NEUT;0.2;0.25;0.018;0.571;0.161;0.0
альпинист;NEUT;0.38;0.351;0.026;0.5;0.123;0.0
альпинистка;NEUT;0.41;0.357;0.061;0.469;0.113;0.0
альпинистский;NEUT;0.06;0.19;0.024;0.643;0.143;0.0
альтернатива;NEUT;0.49;0.434;0.031;0.45;0.085;0.0
альтернативность;NEUT;0.21;0.26;0.058;0.576;0.106;0.0
альтернативный;NEUT;0.29;0.304;0.052;0.54;0.104;0.0
альтруизм;PSTV;0.8;0.458;0.067;0.2;0.275;0.0
альтруист;PSTV;0.92;0.559;0.029;0.177;0.235;0.0
альтруистически;PSTV;1.0;0.722;0.089;0.088;0.101;0.0
альтруистический;PSTV;0.9;0.474;0.053;0.157;0.316;0.0
альфа;NEUT;0.37;0.283;0.053;0.407;0.257;0.0
альфа-самец;NEUT;0.4;0.305;0.152;0.353;0.19;0.13
альфонс;NGTV;-0.98;0.06;0.52;0.14;0.28;0.0
альцгеймер;NGTV;-0.93;0.049;0.634;0.195;0.122;0.0
альянс;NEUT;0.48;0.344;0.078;0.367;0.211;0.0
алюминиевый;NEUT;0.0;0.098;0.059;0.667;0.176;0.0
алюминий;NEUT;0.1;0.209;0.064;0.627;0.1;0.0
амазонка;NEUT;0.28;0.29;0.103;0.532;0.075;0.0
амазонский;NEUT;0.22;0.22;0.05;0.48;0.25;0.0
амбал;NGTV;-0.64;0.059;0.483;0.322;0.136;0.0
амбар;NEUT;0.08;0.214;0.0;0.679;0.107;0.0
амбарный;NEUT;0.0;0.16;0.04;0.64;0.16;0.0
амбарчик;PSTV;0.6;0.416;0.05;0.316;0.218;0.0
амбициозность;PSTV;0.56;0.385;0.183;0.24;0.192;0.2
амбициозный;PSTV;0.9;0.6;0.067;0.2;0.133;0.0
амбиция;PSTV;0.62;0.448;0.129;0.3;0.123;0.03
амбулатория;NEUT;0.17;0.19;0.048;0.467;0.295;0.0
амбулаторный;NEUT;0.01;0.16;0.04;0.613;0.187;0.0
американец;NEUT;0.08;0.206;0.072;0.65;0.072;0.0
американизация;NEUT;0.0;0.022;0.13;0.609;0.239;0.0
американка;NEUT;0.24;0.268;0.08;0.545;0.107;0.0
американочка;NEUT;0.41;0.333;0.118;0.422;0.127;0.02
аметист;NEUT;0.08;0.194;0.065;0.612;0.129;0.0
аметистовый;NEUT;0.04;0.185;0.0;0.667;0.148;0.0
аминокислота;NEUT;0.32;0.288;0.087;0.481;0.144;0.0
аминокислотный;NEUT;0.1;0.213;0.056;0.641;0.09;0.0
аммиак;NEUT;0.0;0.059;0.147;0.647;0.147;0.0
амнезия;NGTV;-0.9;0.048;0.629;0.21;0.113;0.0
амнистия;PSTV;1.0;0.71;0.065;0.16;0.065;0.0
аморалка;NGTV;-1.0;0.087;0.652;0.073;0.188;0.0
аморальность;NGTV;-1.0;0.039;0.765;0.098;0.098;0.0
аморальный;NGTV;-1.0;0.109;0.717;0.087;0.087;0.0
амортизатор;NEUT;0.49;0.404;0.028;0.421;0.147;0.0
амортизация;NEUT;0.16;0.198;0.047;0.51;0.245;0.0
амортизировать;NEUT;0.39;0.317;0.03;0.435;0.218;0.0
аморфный;NEUT;-0.18;0.159;0.178;0.401;0.262;0.16
ампер;NEUT;0.0;0.108;0.081;0.622;0.189;0.0
амперметр;NEUT;0.19;0.229;0.023;0.534;0.214;0.0
ампир;NEUT;-0.07;0.038;0.154;0.5;0.308;0.0
амплитуда;NEUT;0.0;0.111;0.044;0.534;0.311;0.0
амплитудный;NEUT;0.0;0.086;0.057;0.6;0.257;0.0
амплуа;NEUT;0.0;0.15;0.08;0.68;0.09;0.0
ампула;NEUT;0.01;0.167;0.063;0.645;0.125;0.0
ампутация;NGTV;-0.93;0.082;0.63;0.192;0.096;0.0
ампутировать;NGTV;-0.88;0.037;0.63;0.222;0.111;0.0
амулет;PSTV;0.59;0.442;0.088;0.346;0.124;0.0
амуниция;NEUT;0.0;0.115;0.0;0.616;0.269;0.0
амур;PSTV;0.94;0.654;0.038;0.193;0.115;0.0
амурный;PSTV;1.0;0.704;0.074;0.037;0.185;0.0
амфетамин;NGTV;-0.63;0.176;0.435;0.232;0.157;0.15
амфибия;NEUT;0.0;0.034;0.0;0.794;0.172;0.0
амфитеатр;NEUT;0.35;0.3;0.091;0.454;0.155;0.0
амфора;NEUT;0.37;0.248;0.05;0.355;0.347;0.0
амёба;NEUT;-0.19;0.098;0.235;0.559;0.108;0.0
анабиоз;NEUT;0.0;0.13;0.11;0.54;0.22;0.0
анаконда;NEUT;-0.28;0.079;0.287;0.535;0.099;0.0
анализ;NEUT;0.39;0.365;0.035;0.496;0.104;0.0
анализатор;NEUT;0.1;0.196;0.059;0.588;0.157;0.0
анализаторный;NEUT;0.0;0.143;0.036;0.642;0.179;0.0
анализирование;NEUT;0.48;0.413;0.025;0.438;0.124;0.0
анализировать;PSTV;0.58;0.491;0.018;0.395;0.096;0.0
аналитически;NEUT;0.03;0.172;0.034;0.622;0.172;0.0
аналитический;NEUT;0.4;0.29;0.07;0.39;0.25;0.0
аналитичность;NEUT;0.5;0.351;0.045;0.352;0.252;0.0
аналог;NEUT;0.18;0.231;0.046;0.554;0.169;0.0
аналогий;NEUT;0.0;0.125;0.023;0.522;0.33;0.0
аналогичность;NEUT;0.25;0.27;0.07;0.547;0.113;0.0
аналогичный;NEUT;0.14;0.232;0.036;0.616;0.116;0.0
анальгин;NEUT;0.24;0.244;0.065;0.504;0.187;0.0
ананас;NEUT;0.48;0.434;0.031;0.457;0.078;0.0
ананасный;NEUT;0.16;0.208;0.019;0.528;0.245;0.0
ананасовый;NEUT;0.43;0.382;0.033;0.463;0.122;0.0
анархизм;NGTV;-0.43;0.13;0.33;0.37;0.17;0.07
анархист;NGTV;-0.54;0.148;0.398;0.306;0.148;0.1
анархистка;NGTV;-0.63;0.087;0.495;0.34;0.078;0.0
анархистский;NGTV;-0.66;0.082;0.463;0.298;0.157;0.0
анархический;NGTV;-0.52;0.029;0.352;0.333;0.286;0.0
анархия;NGTV;-0.68;0.074;0.474;0.289;0.163;0.0
анатомирование;NEUT;0.09;0.163;0.067;0.501;0.269;0.0
анатомически;NEUT;0.0;0.158;0.026;0.632;0.184;0.0
анатомический;NEUT;0.1;0.188;0.0;0.562;0.25;0.0
анатомия;NEUT;0.05;0.186;0.023;0.651;0.14;0.0
ангажированный;NGTV;-0.42;0.122;0.237;0.244;0.397;0.17
ангар;NEUT;0.0;0.132;0.066;0.657;0.145;0.0
ангел;PSTV;1.0;0.821;0.018;0.125;0.036;0.0
ангелок;PSTV;1.0;0.796;0.061;0.082;0.061;0.0
ангелочек;PSTV;1.0;0.902;0.02;0.058;0.02;0.0
ангельски;PSTV;1.0;0.8;0.02;0.06;0.12;0.0
ангельский;PSTV;1.0;0.757;0.054;0.135;0.054;0.0
ангина;NGTV;-0.91;0.08;0.68;0.22;0.02;0.0
ангиозный;NGTV;-0.68;0.066;0.211;0.115;0.608;0.06
англ;NEUT;0.19;0.228;0.03;0.534;0.208;0.0
англичанин;NEUT;0.22;0.282;0.034;0.607;0.077;0.0
англичанка;NEUT;0.15;0.235;0.059;0.608;0.098;0.0
англоман;NEUT;0.3;0.235;0.049;0.412;0.304;0.0
англосаксы;NEUT;0.0;0.148;0.037;0.63;0.185;0.0
андроид;NEUT;0.08;0.196;0.078;0.628;0.098;0.0
анекдот;PSTV;1.0;0.796;0.0;0.163;0.041;0.0
анекдотец;PSTV;0.58;0.375;0.096;0.298;0.231;0.0
анекдотический;PSTV;0.71;0.452;0.115;0.25;0.183;0.0
анекдотичный;PSTV;0.62;0.47;0.12;0.33;0.08;0.0
анемия;NGTV;-1.0;0.0;0.7;0.067;0.233;0.0
анестезиолог;NEUT;0.45;0.363;0.049;0.421;0.167;0.0
анестезировать;NEUT;0.26;0.238;0.05;0.464;0.248;0.0
анестезия;NEUT;0.32;0.297;0.099;0.487;0.117;0.0
аниматор;NEUT;0.54;0.446;0.036;0.393;0.125;0.0
анимация;NEUT;0.37;0.366;0.015;0.529;0.09;0.0
аниме;NEUT;0.32;0.281;0.141;0.445;0.133;0.06
анкета;NEUT;0.0;0.098;0.039;0.745;0.118;0.0
анкетирование;NEUT;0.0;0.064;0.064;0.702;0.17;0.0
анкетировать;NEUT;0.0;0.133;0.067;0.633;0.167;0.0
анкетный;NEUT;0.0;0.122;0.0;0.585;0.293;0.0
аннотация;NEUT;0.0;0.179;0.036;0.714;0.071;0.0
аннулирование;NEUT;-0.33;0.107;0.301;0.485;0.107;0.0
аннулировать;NGTV;-0.5;0.078;0.405;0.405;0.112;0.0
аномалия;NGTV;-0.48;0.081;0.404;0.434;0.081;0.0
аномальность;NGTV;-0.55;0.087;0.452;0.391;0.07;0.0
аномальный;NGTV;-0.59;0.103;0.419;0.324;0.154;0.0
аноним;NEUT;0.01;0.159;0.142;0.619;0.08;0.0
анонимка;NEUT;-0.29;0.097;0.274;0.496;0.133;0.0
анонимность;NEUT;0.0;0.163;0.07;0.709;0.058;0.0
анонимный;NEUT;0.0;0.087;0.087;0.739;0.087;0.0
анонимщик;NEUT;-0.21;0.107;0.214;0.475;0.204;0.0
анонс;NEUT;0.1;0.188;0.031;0.562;0.219;0.0
анонсировать;NEUT;0.07;0.188;0.071;0.612;0.129;0.0
анорексия;NGTV;-1.0;0.02;0.78;0.12;0.08;0.0
ансамбль;NEUT;0.49;0.437;0.025;0.446;0.092;0.0
антагонист;NGTV;-0.73;0.062;0.423;0.223;0.292;0.0
антагонистический;NGTV;-0.7;0.058;0.417;0.237;0.288;0.0
антагонистичный;NGTV;-0.85;0.12;0.46;0.17;0.25;0.01
антарктический;NEUT;0.02;0.161;0.08;0.616;0.143;0.0
антеннка;NEUT;0.28;0.24;0.072;0.44;0.248;0.0
антиалкогольный;NEUT;0.4;0.343;0.213;0.342;0.102;0.25
антиамериканизм;NGTV;-0.82;0.099;0.477;0.199;0.225;0.0
антибактериальный;PSTV;0.73;0.522;0.113;0.278;0.087;0.0
антибиотик;NEUT;0.43;0.373;0.079;0.461;0.087;0.0
антибиотикотерапия;NEUT;0.45;0.284;0.119;0.285;0.312;0.11
антивещество;NGTV;-0.46;0.138;0.367;0.367;0.128;0.08
антивирус;PSTV;0.97;0.702;0.085;0.192;0.021;0.0
антивоенный;PSTV;0.69;0.478;0.15;0.248;0.124;0.06
антигерой;NGTV;-0.88;0.048;0.659;0.23;0.063;0.0
антигосударственный;NGTV;-0.92;0.075;0.55;0.175;0.2;0.0
антигравитация;NEUT;-0.28;0.135;0.26;0.461;0.144;0.04
антигуманизм;NGTV;-1.0;0.154;0.635;0.115;0.096;0.0
антигуманность;NGTV;-1.0;0.088;0.65;0.099;0.163;0.0
антидемократический;NGTV;-0.95;0.0;0.649;0.189;0.162;0.0
антидепрессант;NEUT;0.39;0.333;0.208;0.359;0.1;0.23
антидот;PSTV;1.0;0.593;0.13;0.129;0.148;0.0
антиквар;NEUT;0.22;0.25;0.071;0.545;0.134;0.0
антиквариат;NEUT;0.43;0.388;0.041;0.48;0.091;0.0
антикварный;NEUT;0.32;0.342;0.018;0.57;0.07;0.0
антикоммунизм;NGTV;-0.39;0.184;0.301;0.321;0.194;0.22
антикоммунист;NGTV;-0.42;0.127;0.304;0.353;0.216;0.08
антикоммунистический;NGTV;-0.52;0.107;0.34;0.301;0.252;0.05
антикоррозионный;PSTV;0.65;0.48;0.08;0.312;0.128;0.0
антилопа;NEUT;0.38;0.36;0.048;0.512;0.08;0.0
антиматерия;NGTV;-0.35;0.132;0.255;0.349;0.264;0.1
антимонархический;NEUT;-0.34;0.22;0.28;0.33;0.17;0.31
антимонопольный;PSTV;0.57;0.385;0.178;0.23;0.207;0.19
антинародный;NGTV;-1.0;0.036;0.714;0.071;0.179;0.0
антинаучный;NGTV;-0.73;0.101;0.521;0.277;0.101;0.0
антиобщественный;NGTV;-0.95;0.086;0.634;0.183;0.097;0.0
антиоксидант;PSTV;0.63;0.427;0.109;0.291;0.173;0.0
антипартийный;NGTV;-0.49;0.127;0.324;0.284;0.265;0.1
антипатичный;NGTV;-1.0;0.083;0.556;0.139;0.222;0.0
антипатия;NGTV;-1.0;0.1;0.68;0.08;0.14;0.0
антипатриотизм;NGTV;-0.94;0.093;0.55;0.163;0.194;0.0
антипод;NEUT;-0.34;0.108;0.216;0.316;0.36;0.08
антиправительственный;NGTV;-0.63;0.144;0.416;0.248;0.192;0.09
антиреклама;NGTV;-0.47;0.343;0.381;0.171;0.105;0.69
антирелигиозный;NGTV;-0.4;0.148;0.32;0.384;0.148;0.1
антисанитария;NGTV;-1.0;0.096;0.692;0.097;0.115;0.0
антисанитарный;NGTV;-1.0;0.0;0.886;0.028;0.086;0.0
антисептик;PSTV;0.61;0.5;0.052;0.37;0.078;0.0
антисептический;NEUT;0.47;0.364;0.093;0.393;0.15;0.0
антисистема;NGTV;-0.66;0.099;0.436;0.277;0.188;0.0
антисоветизм;NGTV;-0.85;0.071;0.464;0.179;0.286;0.0
антисоветский;NGTV;-0.59;0.126;0.396;0.28;0.198;0.06
антисоветчик;NGTV;-1.0;0.0;0.758;0.151;0.091;0.0
антисталинизм;NEUT;0.37;0.269;0.24;0.241;0.25;0.46
антисталинист;NEUT;-0.33;0.195;0.234;0.282;0.289;0.33
антитело;NGTV;-0.37;0.137;0.304;0.412;0.147;0.07
антитеррор;PSTV;1.0;0.739;0.087;0.087;0.087;0.0
антитоксический;PSTV;0.86;0.593;0.037;0.222;0.148;0.0
антифашизм;PSTV;1.0;0.58;0.13;0.13;0.16;0.0
антифашист;PSTV;0.62;0.416;0.218;0.178;0.188;0.3
антифеодальный;NEUT;0.35;0.282;0.197;0.333;0.188;0.25
антифриз;NEUT;0.25;0.223;0.136;0.427;0.214;0.07
антихрист;NGTV;-1.0;0.037;0.815;0.037;0.111;0.0
антициклон;NEUT;-0.33;0.137;0.265;0.402;0.196;0.08
античность;NEUT;0.0;0.192;0.0;0.77;0.038;0.0
античный;NEUT;0.08;0.194;0.065;0.612;0.129;0.0
антоним;NEUT;-0.17;0.045;0.25;0.614;0.091;0.0
антоновка;NEUT;0.36;0.307;0.059;0.456;0.178;0.0
антракт;NEUT;0.22;0.228;0.089;0.495;0.188;0.0
антресоль;NEUT;0.09;0.161;0.036;0.499;0.304;0.0
антресольный;NEUT;0.0;0.09;0.1;0.58;0.23;0.0
антропогенез;NEUT;0.17;0.176;0.098;0.432;0.294;0.0
антрополог;NEUT;0.42;0.333;0.028;0.426;0.213;0.0
антропологический;NEUT;0.05;0.154;0.038;0.539;0.269;0.0
антропоморфический;NEUT;0.0;0.111;0.056;0.472;0.361;0.0
антураж;NEUT;0.27;0.223;0.027;0.429;0.321;0.0
анфас;NEUT;0.0;0.056;0.056;0.499;0.389;0.0
анчоус;NEUT;0.31;0.308;0.077;0.519;0.096;0.0
аншлаг;PSTV;0.6;0.382;0.098;0.285;0.235;0.0
аорта;NEUT;0.19;0.231;0.029;0.548;0.192;0.0
апартамент;NEUT;0.08;0.19;0.0;0.596;0.214;0.0
апартаменты;NEUT;0.41;0.37;0.028;0.482;0.12;0.0
апатичность;NGTV;-0.64;0.095;0.457;0.305;0.143;0.0
апатичный;NGTV;-0.92;0.038;0.615;0.193;0.154;0.0
апатия;NGTV;-0.87;0.0;0.635;0.23;0.135;0.0
апгрейд;PSTV;1.0;0.679;0.036;0.106;0.179;0.0
апеллировать;NEUT;0.08;0.2;0.067;0.644;0.089;0.0
апелляционный;NEUT;0.15;0.17;0.132;0.434;0.264;0.06
апелляция;NEUT;-0.18;0.146;0.194;0.446;0.214;0.08
апельсин;NEUT;0.39;0.373;0.071;0.516;0.04;0.0
апельсинный;NEUT;0.38;0.353;0.017;0.501;0.129;0.0
апельсиновый;NEUT;0.53;0.469;0.035;0.434;0.062;0.0
аплодировать;PSTV;1.0;0.744;0.0;0.163;0.093;0.0
аплодисменты;PSTV;1.0;0.785;0.031;0.138;0.046;0.0
апогей;NEUT;0.27;0.225;0.153;0.388;0.234;0.13
апокалипсис;NGTV;-1.0;0.059;0.838;0.088;0.015;0.0
апокалипсический;NGTV;-1.0;0.097;0.71;0.064;0.129;0.0
апорт;NEUT;0.18;0.202;0.07;0.482;0.246;0.0
апостол;PSTV;0.6;0.415;0.076;0.314;0.195;0.0
апостроф;NEUT;0.1;0.176;0.059;0.53;0.235;0.0
аппарат;NEUT;0.22;0.26;0.046;0.557;0.137;0.0
аппаратик;NEUT;0.31;0.272;0.049;0.465;0.214;0.0
аппаратный;NEUT;0.0;0.107;0.071;0.679;0.143;0.0
аппаратура;NEUT;0.1;0.216;0.039;0.647;0.098;0.0
аппаратчик;NEUT;0.17;0.194;0.097;0.486;0.223;0.0
аппендикс;NGTV;-0.35;0.099;0.306;0.463;0.132;0.0
аппендицит;NGTV;-0.97;0.085;0.617;0.17;0.128;0.0
апперкот;NEUT;0.21;0.167;0.147;0.333;0.353;0.19
аппетит;PSTV;0.6;0.522;0.025;0.389;0.064;0.0
аппетитность;PSTV;0.86;0.598;0.037;0.225;0.14;0.0
аппетитный;PSTV;1.0;0.78;0.02;0.14;0.06;0.0
аппликатор;NEUT;0.39;0.295;0.063;0.401;0.241;0.0
аппликация;NEUT;0.39;0.346;0.06;0.481;0.113;0.0
апрель;NEUT;0.16;0.254;0.051;0.653;0.042;0.0
апрельский;NEUT;0.29;0.321;0.046;0.578;0.055;0.0
априорный;NEUT;0.25;0.183;0.077;0.365;0.375;0.0
аптека;NEUT;0.53;0.449;0.085;0.415;0.051;0.0
аптекарский;NEUT;0.0;0.156;0.0;0.75;0.094;0.0
аптекарша;NEUT;0.4;0.354;0.133;0.451;0.062;0.04
аптекарь;NEUT;0.45;0.395;0.042;0.462;0.101;0.0
аптечка;PSTV;0.67;0.578;0.034;0.354;0.034;0.0
аптечный;NEUT;0.0;0.156;0.044;0.689;0.111;0.0
арабика;NEUT;0.02;0.178;0.0;0.666;0.156;0.0
аравийский;NEUT;0.04;0.192;0.038;0.693;0.077;0.0
аранжировка;NEUT;0.32;0.287;0.03;0.475;0.208;0.0
арахис;NEUT;0.38;0.342;0.042;0.483;0.133;0.0
арахисовый;NEUT;0.19;0.256;0.043;0.607;0.094;0.0
арбалет;NEUT;-0.24;0.078;0.245;0.501;0.176;0.0
арбалетный;NEUT;0.0;0.103;0.034;0.725;0.138;0.0
арбалетчик;NEUT;0.0;0.129;0.103;0.578;0.19;0.0
арбуз;PSTV;0.55;0.474;0.009;0.412;0.105;0.0
арбузный;NEUT;0.22;0.274;0.0;0.602;0.124;0.0
аргентинец;NEUT;0.02;0.17;0.0;0.639;0.191;0.0
аргумент;NEUT;0.47;0.405;0.09;0.442;0.063;0.0
аргументация;NEUT;0.44;0.375;0.038;0.452;0.135;0.0
аргументированно;NEUT;0.49;0.422;0.069;0.431;0.078;0.0
аргументированность;PSTV;0.82;0.615;0.018;0.257;0.11;0.0
аргументированный;PSTV;0.75;0.594;0.04;0.297;0.069;0.0
аргументировать;NEUT;0.48;0.404;0.079;0.429;0.088;0.0
арена;NEUT;0.08;0.188;0.111;0.59;0.111;0.0
аренда;NEUT;0.15;0.228;0.053;0.605;0.114;0.0
арендатор;NEUT;0.13;0.229;0.021;0.625;0.125;0.0
арендный;NEUT;0.0;0.085;0.111;0.659;0.145;0.0
арендовать;NEUT;0.0;0.14;0.0;0.78;0.08;0.0
арендодатель;NEUT;0.1;0.204;0.041;0.612;0.143;0.0
арест;NGTV;-1.0;0.022;0.761;0.087;0.13;0.0
арестант;NGTV;-0.76;0.078;0.48;0.236;0.206;0.0
арестантка;NGTV;-0.81;0.069;0.485;0.208;0.238;0.0
арестование;NGTV;-0.92;0.119;0.606;0.192;0.083;0.0
арестовать;NGTV;-0.84;0.071;0.643;0.25;0.036;0.0
арестовывать;NGTV;-0.72;0.08;0.56;0.3;0.06;0.0
ариец;NEUT;0.0;0.061;0.121;0.485;0.333;0.0
аристократ;NEUT;0.5;0.432;0.058;0.438;0.072;0.0
аристократизм;NEUT;0.29;0.252;0.153;0.424;0.171;0.1
аристократически;NEUT;0.43;0.378;0.036;0.469;0.117;0.0
аристократический;NEUT;0.52;0.427;0.076;0.405;0.092;0.0
аристократичность;NEUT;0.54;0.43;0.063;0.38;0.127;0.0
аристократичный;PSTV;0.55;0.441;0.039;0.383;0.137;0.0
аристократишка;NGTV;-0.98;0.117;0.592;0.155;0.136;0.0
аристократия;NEUT;0.24;0.246;0.104;0.501;0.149;0.0
аристократка;NEUT;0.4;0.35;0.09;0.47;0.09;0.0
аритмичный;NGTV;-0.54;0.136;0.368;0.28;0.216;0.1
аритмия;NGTV;-0.94;0.08;0.6;0.18;0.14;0.0
арифметически;NEUT;0.1;0.203;0.068;0.602;0.127;0.0
арифметический;NEUT;0.04;0.205;0.0;0.727;0.068;0.0
арктический;NEUT;0.09;0.217;0.0;0.674;0.109;0.0
арлекин;NEUT;0.47;0.35;0.06;0.38;0.21;0.0
армагеддон;NGTV;-1.0;0.0;0.679;0.107;0.214;0.0
арматура;NEUT;0.0;0.097;0.0;0.806;0.097;0.0
арматурный;NEUT;0.22;0.216;0.078;0.471;0.235;0.0
армеец;NEUT;0.18;0.2;0.1;0.48;0.22;0.0
армейский;NEUT;0.01;0.157;0.059;0.608;0.176;0.0
армия;NEUT;-0.21;0.185;0.231;0.476;0.108;0.14
армрестлинг;NEUT;0.17;0.188;0.113;0.461;0.238;0.0
армянин;NEUT;0.15;0.205;0.094;0.539;0.162;0.0
армянка;NEUT;0.07;0.208;0.0;0.679;0.113;0.0
аромат;PSTV;0.67;0.538;0.034;0.336;0.092;0.0
ароматерапия;PSTV;0.7;0.488;0.064;0.28;0.168;0.0
ароматизация;NEUT;0.35;0.322;0.034;0.491;0.153;0.0
ароматический;PSTV;0.56;0.508;0.017;0.424;0.051;0.0
ароматичность;PSTV;0.62;0.479;0.057;0.343;0.121;0.0
ароматичный;PSTV;0.57;0.462;0.038;0.375;0.125;0.0
ароматный;PSTV;1.0;0.794;0.015;0.162;0.029;0.0
арочка;NEUT;0.43;0.317;0.02;0.386;0.277;0.0
