CORRECT;MISTAKE;WEIGHT
свет;свеа;0.009523809523809525
свет;свкт;0.00909090909090909
свет;свеже;0.008
свет;свеот;0.0070921985815602835
горение;горегие;0.5
горение;горенье;0.2738
горение;горече;0.2619
лето;лакто;0.6667
лето;летьь;0.5
лето;гдето;0.5
лето;рто;0.5
лето;нето;0.5
лето;щто;0.5
лето;лпо;0.5
лето;льо;0.5
лето;ато;0.5
лето;лло;0.5
лето;леъ;0.5
лето;лехко;0.5
лето;юто;0.5
лето;леа;0.375
лето;хто;0.35
лето;евето;0.3333
лето;вто;0.3333
лето;лбо;0.3333
лето;лбето;0.3333
лето;лем;0.2929
лето;леш;0.2885
лето;уто;0.2692
лето;жто;0.2541
лето;летеь;0.2381
лето;лто;0.22
лето;лфо;0.2
лето;лео;0.1938
лето;летат;0.1852
лето;лел;0.1839
лето;цвето;0.179
лето;што;0.1754
лето;леж;0.1711
лето;лесо;0.1699
лето;рнето;0.1667
лето;лоо;0.1667
лето;леьто;0.1667
лето;леб;0.1667
лето;летть;0.1429
лето;летчи;0.1429
лето;летт;0.1429
лето;летин;0.1429
лето;летик;0.1429
лето;летаь;0.1429
лето;леп;0.1288
лето;лаето;0.125
лето;леч;0.125
лето;тето;0.1111
лето;свето;0.1
лето;мето;0.1
лето;лато;0.1
лето;лдето;0.1
лето;леть;0.0933
лето;летл;0.0909
лето;ледо;0.0769
лето;леда;0.0588
лето;лнто;0.0567
лето;летае;0.0566
лето;лкто;0.0526
лето;леио;0.0208
лето;летро;0.0208
лето;лдо;0.008771929824561403
лето;лепло;0.008403361344537815
лето;лао;0.008130081300813009
лето;чето;0.00641025641025641
лето;листо;0.0036968576709796672
лето;летло;0.0029498525073746312
лето;лешко;0.0029498525073746312
лето;летьло;0.0018484288354898336
лето;цто;0.0018484288354898336
лес;лец;0.6667
лес;легк;0.5
лес;литс;0.5
лес;мс;0.5
лес;нс;0.5
лес;леио;0.5
лес;лекн;0.5
лес;лешо;0.5
лес;леж;0.4167
лес;лепс;0.3455
лес;леет;0.3333
лес;леро;0.3333
лес;леа;0.3
лес;щес;0.25
лес;рес;0.25
лес;лм;0.25
лес;леть;0.2
лес;мес;0.2
лес;леша;0.1773
лес;леч;0.1607
лес;прес;0.146
лес;леш;0.1385
лес;сес;0.1379
лес;лнмс;0.125
лес;врес;0.125
лес;лш;0.1111
лес;лено;0.0909
лес;дес;0.081
лес;леф;0.0769
лес;лемя;0.0769
лес;крес;0.0667
лес;леом;0.0667
лес;лтс;0.0667
лес;трес;0.0588
лес;оес;0.0576
лес;лг;0.0556
лес;лем;0.0552
лес;лс;0.0507
лес;леб;0.0455
лес;квес;0.0357
лес;лкс;0.0251
лес;леши;0.0192
лес;лечс;0.0183
лес;лл;0.0172
лес;леок;0.0172
лес;лапс;0.0172
лес;акес;0.0139
лес;лдес;0.0139
лес;лезо;0.0112
лес;лел;0.0109
лес;лео;0.009433962264150943
горящий;гарячий;0.4
горящий;корячий;0.1
горящий;гарячый;0.1
игра;жра;0.5
игра;итра;0.5
игра;иггра;0.5
игра;истра;0.5
игра;ица;0.5
игра;экра;0.3333
игра;пгра;0.3333
игра;тра;0.2881
игра;игн;0.2717
игра;игоа;0.2656
игра;дра;0.2633
игра;вра;0.2556
игра;сра;0.25
игра;иги;0.25
игра;иоа;0.25
игра;игы;0.2294
игра;ифра;0.2083
игра;ииа;0.2
игра;игора;0.2
игра;игк;0.2
игра;иаа;0.2
игра;ьра;0.2
игра;угра;0.2
игра;пра;0.1897
игра;агра;0.1859
игра;игри;0.181
игра;ита;0.1752
игра;кра;0.1276
игра;ика;0.1266
игра;игрв;0.1173
игра;лра;0.1111
игра;екро;0.1111
игра;игрф;0.1111
игра;ишра;0.1033
игра;ина;0.101
игра;инра;0.0879
игра;ипа;0.0863
игра;игроу;0.0714
игра;тгра;0.0703
игра;мгра;0.066
игра;игрра;0.0625
игра;рра;0.0495
игра;ингра;0.0492
игра;игрвы;0.0476
игра;егра;0.0469
игра;игрова;0.0435
игра;игрй;0.0435
игра;имгра;0.037
игра;ыкра;0.0357
игра;игпра;0.0323
игра;игта;0.0313
игра;ыгра;0.0313
игра;иокра;0.0313
игра;игрое;0.0303
игра;иргра;0.0244
игра;иса;0.0238
игра;игро;0.0228
игра;игрть;0.0216
игра;игрк;0.0204
игра;иба;0.0132
игра;игрука;0.0132
игра;игш;0.0132
игра;игшра;0.0132
игра;иза;0.0127
игра;игрыъ;0.007246376811594203
игра;игрыы;0.007246376811594203
игра;нра;0.007194244604316547
жара;рра;0.5
жара;рпара;0.5
жара;нра;0.5
жара;тьара;0.5
жара;окара;0.5
жара;жура;0.3333
жара;ррара;0.3333
жара;вра;0.25
жара;жажла;0.2
жара;ивара;0.2
жара;жада;0.2
жара;хмара;0.1717
жара;гра;0.1528
жара;твара;0.1493
жара;тра;0.1429
жара;жарв;0.1429
жара;итара;0.1111
жара;прара;0.0833
жара;гара;0.0588
жара;хара;0.0561
жара;жера;0.05
жара;жра;0.0394
жара;пра;0.0337
жара;жаркй;0.0244
жара;жама;0.0222
жара;жарео;0.0192
жара;жао;0.0119
жара;жаоа;0.009827179510868535
жара;жарра;0.001524390243902439
жара;жапра;7.621951219512195E-4
жара;жарм;7.621951219512195E-4
жара;жаа;7.621951219512195E-4
жара;жарича;7.621951219512195E-4
лава;ыва;0.3333
лава;фва;0.1667
лава;жва;0.1667
лава;ува;0.1667
лава;цва;0.1667
лава;лоа;0.0769
лава;лапма;0.0769
лава;лавь;0.04
лава;лавика;0.04
ложка;лоожка;0.5
ложка;лёшка;0.5
ложка;яжка;0.5
ложка;лижка;0.3333
ложка;лка;0.2
ложка;локжка;0.2
ложка;дожка;0.172
ложка;ляка;0.1429
ложка;лоа;0.127
ложка;ложкка;0.104
ложка;лжка;0.0833
ложка;лажка;0.0232
ложка;лоджка;0.0208
ложка;лождка;0.0128
ложка;ложкпа;0.005154639175257732
ложка;ложочка;0.005154639175257732
пекло;пеко;0.25
пекло;пыло;0.25
пекло;пгло;0.0909
рана;рара;0.5
рана;роа;0.5
рана;рашка;0.5
рана;шна;0.5
рана;роно;0.4444
рана;рап;0.4167
рана;равма;0.3333
рана;окана;0.3333
рана;рпа;0.3194
рана;рарра;0.25
рана;руа;0.25
рана;рлгна;0.25
рана;рка;0.2222
рана;ина;0.1667
рана;расса;0.1667
рана;рена;0.1176
рана;раота;0.1111
рана;раница;0.1111
рана;ранна;0.0985
рана;ранп;0.0909
рана;рнена;0.0625
рана;реа;0.0588
рана;ранв;0.0455
рана;рна;0.0301
рана;раа;0.0149
рана;наана;0.0125
тебе;тен;0.5
тебе;тере;0.5
дым;дж;0.5
дым;др;0.5
дым;тьим;0.5
дым;ьтимь;0.5
дым;дром;0.5
дым;тиим;0.5
дым;ду;0.5
дым;тим;0.3915
дым;ддом;0.3333
дым;см;0.3052
дым;дыфв;0.25
дым;длм;0.25
дым;бым;0.125
дым;дып;0.1111
дым;дм;0.0391
дым;дфм;0.0233
дым;дык;0.0173
дым;джым;0.0161
шашлыки;шашлых;0.35
шашлыки;шишлыки;0.2
шашлыки;шашлики;0.1959
шашлыки;шошлыки;0.1667
шашлыки;шашалыки;0.0435
шашлыки;шашлыц;0.0435
гореть;горнть;0.2
гореть;горех;0.1667
гореть;горежь;0.1429
гореть;горить;0.1326
гореть;гареть;0.13
гореть;горь;0.1152
гореть;гоеть;0.0909
гореть;горень;0.0833
гореть;гарит;0.0752
гореть;горть;0.0471
гореть;горрит;0.0435
гореть;рореть;0.0435
